GSM158644.CEL	GSM158645.CEL	GSM158646.CEL	GSM241999.CEL	GSM242000.CEL	GSM242001.CEL	GSM242002.CEL	GSM242003.CEL	GSM242004.CEL	GSM242005.CEL	GSM242006.CEL	GSM242007.CEL	GSM242008.CEL	GSM242009.CEL	GSM242010.CEL	GSM242011.CEL	GSM242012.CEL	GSM242013.CEL	GSM398074.CEL	GSM398076.CEL	GSM398078.CEL	GSM398080.CEL	GSM398082.CEL	GSM398084.CEL	GSM398086.CEL	GSM398088.CEL	GSM398090.CEL	GSM398092.CEL	GSM398094.CEL	GSM398096.CEL	GSM398098.CEL	GSM398100.CEL	GSM398102.CEL	GSM398104.CEL	GSM398106.CEL	GSM398108.CEL	GSM398110.CEL	GSM398112.CEL	GSM398114.CEL	GSM398116.CEL	GSM398118.CEL	GSM398120.CEL	GSM398122.CEL	GSM398124.CEL	GSM398126.CEL	GSM398128.CEL	GSM398130.CEL	GSM398132.CEL	GSM398134.CEL	GSM398136.CEL	GSM398138.CEL	GSM398140.CEL	GSM398142.CEL	GSM398144.CEL	GSM398146.CEL	GSM398148.CEL	GSM398150.CEL	GSM398152.CEL	GSM398154.CEL	GSM398156.CEL	GSM398158.CEL
8.60222226478112	8.3677127415069	8.52895103976749	9.16726034137003	9.26705267632267	9.43471493224068	9.3272311490584	9.24421595360518	9.06038523091882	8.87352314703246	9.14265385528791	9.13707902238538	8.98628708775424	9.23881795022592	9.0358098483057	8.77424862259212	8.98930652326067	9.47719419732584	8.91034106174895	8.50065617592704	8.0212978461645	8.66547683740574	8.68656077738494	7.93055208990613	8.3650968917393	8.79065274136155	8.91327919052482	8.71581841397225	8.8407939879782	8.09023218588391	8.36777660841855	8.27881425106869	8.36046849374962	8.05666513824101	8.56373516356153	7.88165893126279	8.52309793738145	8.06711197641824	8.18952626960888	8.18301166068108	8.5468231810941	8.59152421131575	8.46438202410274	8.81288682258282	8.19926220379558	8.47300061708037	9.08240335639955	8.39878813315206	8.3608667385924	8.5028528277787	8.16374973906537	8.08863359277009	8.27435519966481	8.06458041292853	8.1940376699182	8.48956654813045	8.10371117894253	7.8680115160407	8.54492853678887	8.4850140083598	8.76845133152187
8.1535638890938	8.14911046909405	8.0005776640805	6.16440816904557	6.46698063057233	6.29897037587132	6.45477624349057	6.29950527193988	6.1696501981284	6.10281164971716	6.45931938246404	6.48290289165909	6.33376715570936	6.45832025375333	6.02977993958986	6.2686437931532	6.34323944866497	6.59657640529958	6.76211753982033	6.7627404819154	6.4777734595242	6.76500207199883	6.8105637746072	6.72394117152541	6.553954265589	6.89334645198662	6.72311793733595	6.81807598318668	6.62026827654171	6.9616672703894	6.91867702476429	6.5467666722773	6.60998530198968	6.42508456738835	6.5996370465804	6.73290470384836	6.696649261125	6.67067713508575	6.64733441112485	6.51107452184419	6.8938836337919	6.97140334357482	6.94489094536757	6.66421784085257	6.58424740406657	6.56315245737389	6.94235293008103	6.53546541347967	6.52157558159419	6.5486651809903	6.97336791109162	6.48390975560598	6.69896198294704	6.5616583264895	6.64210844362976	6.57152682678827	6.75937558643974	6.89995571924111	6.62122918395028	7.01102388829066	6.73659979495884
8.83177353516349	8.61917275206343	9.16848891896339	7.11113749806802	6.99906775095304	7.65471911512271	7.81111009356003	7.06103392037114	7.66257382870932	7.20645969761869	7.82739848545049	7.88221472498597	7.24501236506625	7.34787092407068	7.8378435800858	7.14602011226817	7.6255175606157	8.00923451205237	6.73207292699147	6.39570999946292	6.62339946450102	6.85639889186398	6.64893731823751	6.73949807592433	6.48350645132288	7.11897163300653	6.63578937495416	6.69114722517696	6.38712907832796	6.34822293838649	6.67517828213505	6.54814865004954	6.746359756235	6.59353699776574	6.42910852397304	6.5041046940955	6.33654974339778	6.52602481513884	6.41611779819223	6.45194427710463	6.57960124547406	6.90331632156156	6.72027395599434	6.73507901033768	6.66668413545872	6.96218829874112	6.79252784542418	6.9131047964191	6.52272772695262	6.62474853557817	6.29237081653083	6.88456937819665	6.77784558496137	6.56178866493002	6.52224787190792	6.46485205095601	6.44004213133193	6.27957832280572	5.75032412551872	6.57509885655804	6.28327382382025
8.06445228048381	7.72274969860223	7.92558307729428	7.43851790320768	7.49078700725349	6.97630036391679	7.34742780382528	7.35502447838006	7.25130231979701	7.64407258009587	8.16692253900963	7.75813634480803	7.43450722240547	7.55893272832466	7.25860121793099	7.40612992244296	7.36002431655767	7.15525368492095	7.76227346993895	8.26483544787388	8.110785040618	8.20254432747876	8.08270645381557	8.14064119236627	7.8914681181085	7.76591918884213	8.15737838055517	8.00820947249172	7.80803298110411	7.33942493467784	7.90984152814066	8.21365251458626	7.04533533173565	7.22702824968493	7.39238957101057	7.7811928881954	7.22479854806106	7.40960260796408	8.04583993774657	7.49901940268721	7.1704377518595	7.50746814283118	7.94312229410637	7.22289583541737	7.62386063933811	7.24087088876512	7.32431715125774	7.18827120667818	7.51999612893816	7.62723043146584	7.95477168600776	7.298625002607	7.95596935496308	7.41776171672455	7.59650970432032	7.71408104703671	7.47326487224404	7.29036941043651	7.7696208211857	7.29943680259593	7.36916267239882
7.92598506814704	7.85766484260706	8.09066758104687	7.07944426095603	6.61581299385243	6.78805961087388	6.58950760020822	6.95100814958053	6.98734588743597	6.90839241339769	7.49966626963687	7.00178618992606	7.00699980761966	7.20107367659466	6.931639895752	6.89686128566276	6.53242487611626	7.52230116278742	6.45412081456523	6.35325117252955	6.60552124454882	5.96770184504855	6.69427760696149	6.1159932696524	6.83061743427438	6.37206582255893	6.51709895698726	6.18846392488217	6.44126196146723	6.65653625520296	6.68020494081528	6.941594036386	6.3545985253087	6.70397030877453	6.5742067037897	6.95139758198095	6.62674657018905	6.32461989294293	6.11576709386891	6.6276706897018	6.75143577001328	6.21730956778765	6.39158256819788	6.39821109432697	6.69003614697588	6.43515413323339	6.44793526618808	6.56385561462753	6.02906897619872	6.50451984025176	6.49650388758783	6.34702012869319	6.52508843370433	6.39746492095085	6.45535207323872	6.41395887478467	6.49553656852097	6.71289247314134	6.8892784646558	6.41962193784772	6.58720576308615
6.64922132776464	7.01186765576815	6.81157748509988	5.4896638814644	6.07854172205582	6.02104668245614	6.0605807326971	5.71596445268801	5.71642066721205	5.94831854258105	6.40657033457276	6.67257658167401	5.60356327682228	6.38683180573854	6.3484465699681	6.1495964600409	5.61500822366203	6.80244034233114	5.86497241511051	5.92731360077988	5.94832874085854	5.59476884556715	6.01292044426465	5.77497391534225	5.75948725302332	6.07157135289058	5.72462504499682	6.78135213942283	5.80839990847389	6.487879577348	6.2496047442356	6.15496573182078	6.00246411707205	5.8970754876172	6.12994129298322	6.08590297934223	5.70324183513336	5.74918309356685	5.70666717988037	5.64912214284787	6.73627851095487	6.04174576510667	5.76166199579572	5.82753867843808	5.9836548180082	5.82211584502702	5.82801681481464	6.20790102761472	5.80810068258002	5.68692188032875	5.80988852083296	5.71782613392459	5.85086536377111	5.74095103570623	5.76754699301335	5.60458420594443	5.87034145193628	6.05923142504663	5.7151060840753	5.87083874606624	5.84885076306368
6.7812930897671	6.57540033098505	6.49416175751024	7.2631591893754	6.8878883858202	7.19227099898231	7.31287253999998	7.64626497428076	7.80489969743368	7.93533993491774	7.11230570722894	7.07879928967403	7.40217061971755	7.22965426121525	6.98692958083851	6.88850214524687	7.77675925711712	7.26142774323502	6.39871033415866	6.37666017266055	6.26562641504326	6.93417751845311	6.31030201128248	6.36609861851389	6.33854640882803	6.55125373959797	6.62958055348513	6.52110257031841	6.29603942658634	6.2658815860342	6.79177275846534	6.61146347394355	6.88088510021971	6.29624185533962	6.74035965494598	6.33280256149901	6.3395121697933	6.30075615668726	6.47607864762818	6.3953998939817	6.69916112899849	6.47458818947582	6.30728608599093	6.31963996091953	6.28669453578035	6.63556691629375	6.56930384306815	6.69550911158387	6.4329579184319	6.32277194390188	6.72026151809315	7.09914765082762	6.32204844699984	6.4155531830354	6.31341649967418	6.71172431729193	6.37162340359548	6.81311968488629	6.88153100076171	6.3844023574854	6.9462034070233
8.22581979481511	7.40358169907544	9.3562050147929	10.240481368418	10.3148513911547	10.167181857552	10.5447706148147	10.8911538931032	10.2932762960236	10.676022337324	10.0124161820432	10.7148179494923	10.7124006075341	9.96980950773813	10.4530349524806	10.8414935150142	10.2417448255268	10.1925951303793	6.8388188231044	7.99765022132328	7.78802763175064	7.71177488402929	7.79268758508668	7.33010315407022	7.93995054629766	6.92520910927397	7.00043969851938	7.2774222341031	7.03343212569888	7.70169219834152	8.17402570893506	7.1111404400483	7.68151739814696	7.62142145857878	7.35521510941127	8.10639371486831	7.77869126196621	7.80314744989088	7.44445675065673	8.10290658862228	8.07219615819865	7.31373523913897	7.4640970581867	7.7043660544177	7.68145266770973	7.16598871567046	7.42605252379365	7.38857384758696	7.54405147738325	7.00990223585551	7.2926933488643	7.43836486884005	7.66449416812898	7.98005601862153	7.69680245821471	7.23601506002142	7.69666780051151	7.56533041592579	7.1225162165073	6.8734617309684	7.29584586240747
9.33008884368898	9.1851107032747	9.82992354290001	7.29735984734095	8.86348757371633	8.21436968585676	8.35378547807459	7.37361614516612	7.09613027065469	8.40633652662746	7.85770086224936	9.11967213082779	7.92876091074282	8.71605755763513	8.4828112840793	8.32810786191065	6.86961923470452	9.47301901136652	6.58280020433073	6.57371709114851	7.11618173910721	7.22244800523203	7.36737553725721	6.96082583572564	6.6725836459923	7.34750731062795	6.97257578468044	7.02562173033922	7.1132387849196	7.81846086378492	6.63039708819872	7.13696197782629	8.01618183469869	7.13735359017653	7.74516333909684	7.5009989787836	7.15482981782966	6.72070708013026	6.69124853087354	7.53407547182317	7.3826777513297	6.9919845678654	7.54329104278512	7.13807948930466	6.67684088064713	6.88315373753342	7.06070124235885	7.17597905493224	7.60665543129606	6.95496909617033	6.74868954940183	7.71805255663457	7.53625819833137	7.28575594489338	6.24180540736549	7.06243947841398	7.24326094684325	7.18892510084434	6.89593874274945	7.55014655832718	6.55006733867943
6.20772932014382	5.59214270629594	5.23359652198054	5.23620467359841	5.27065921245486	4.99770013554815	4.99294945545838	5.67275137453493	5.36572790773575	5.57408106560201	5.04089575107081	4.93355779807706	5.2556675733736	5.58012442540393	4.99050427365225	5.83940701519922	4.98285876540821	5.06453002851805	7.07402603381532	7.29560847689317	7.2710070116802	7.24493562445742	5.78181090204091	7.14453455200606	6.97135347720837	7.12630663957175	6.5793091445963	7.11718623990038	7.0287047560537	6.91972890331864	6.72820255716593	7.49237219304923	7.09404008663699	7.5142827535012	7.23033238859017	7.34423736650293	7.25154542192924	7.36941038444448	7.3176068096021	6.56757890901677	6.92743435493335	6.79728247844898	6.99467736952495	6.18935245468294	6.79542612160062	6.30023214289782	7.03157605294939	7.27060717888207	6.7739177128929	7.21656837255186	7.49670631899612	7.23079397005033	7.49588350645615	6.98946716070257	7.64319184201727	7.04658662178141	7.14035056243237	7.535626865639	7.18530799745804	6.49823647994785	7.03874710003009
