GSM158644.CEL	GSM158645.CEL	GSM158646.CEL	GSM241999.CEL	GSM242000.CEL	GSM242001.CEL	GSM242002.CEL	GSM242003.CEL	GSM242004.CEL	GSM242005.CEL	GSM242006.CEL	GSM242007.CEL	GSM242008.CEL	GSM242009.CEL	GSM242010.CEL	GSM242011.CEL	GSM242012.CEL	GSM242013.CEL	GSM398074.CEL	GSM398076.CEL	GSM398078.CEL	GSM398080.CEL	GSM398082.CEL	GSM398084.CEL	GSM398086.CEL	GSM398088.CEL	GSM398090.CEL	GSM398092.CEL	GSM398094.CEL	GSM398096.CEL	GSM398098.CEL	GSM398100.CEL	GSM398102.CEL	GSM398104.CEL	GSM398106.CEL	GSM398108.CEL	GSM398110.CEL	GSM398112.CEL	GSM398114.CEL	GSM398116.CEL	GSM398118.CEL	GSM398120.CEL	GSM398122.CEL	GSM398124.CEL	GSM398126.CEL	GSM398128.CEL	GSM398130.CEL	GSM398132.CEL	GSM398134.CEL	GSM398136.CEL	GSM398138.CEL	GSM398140.CEL	GSM398142.CEL	GSM398144.CEL	GSM398146.CEL	GSM398148.CEL	GSM398150.CEL	GSM398152.CEL	GSM398154.CEL	GSM398156.CEL	GSM398158.CEL
4.52736633909457	4.63097057268606	4.49312216623266	4.9961083608428	5.17946384617378	4.97393011530948	4.94065340575244	5.98903013628376	5.12707251549211	5.81619031807237	4.66311412700171	5.12565966292343	5.79276993804016	5.44902860527177	5.25587777987862	5.14557623309267	5.35093856551099	4.80751272473203	4.66137597647875	4.68708814294591	5.0306245633539	4.81544177662624	4.60927046528397	5.17332580523043	4.78089036527094	4.61601958099011	4.67416714970621	4.75677853519367	4.53310324679348	4.65288411844261	4.69475245216325	4.5669451420664	4.57551112211243	4.79803474055484	4.69200483372878	4.6411331008646	4.51142066177925	4.88400466398151	5.07495465566546	4.53963825521816	4.70288198869831	4.74833264044363	4.64032360764132	4.56963835463286	4.51705623059128	4.60638657713425	4.61559373449816	4.78597620926731	5.33950592678877	4.77062748119808	5.32526988190267	4.99416515255098	4.74275415381662	5.08542745062627	5.32746779610248	4.63699002304857	4.67625673220759	5.1127665735428	5.01171415239048	4.63358715650922	4.74779886884252
11.4672844352605	11.3358776660921	11.2562233611715	9.24015008228274	11.0403185560283	9.34082799987602	10.827639370819	11.2439702328564	11.1478127670943	10.280186568279	10.3360233241678	11.751947453241	10.0698095734317	10.088782771172	9.9035435494888	10.8552032400043	9.86011553387659	9.86525223590041	9.1054472202902	9.0239195213434	8.769027242876	8.8045499205039	8.70852583664632	8.8607850583743	9.33996299939727	8.97740649143385	9.01213277107206	9.24238296026051	8.96829644031501	9.41150414127498	9.62186178873195	8.90819070396475	8.89801657932189	8.85091457835643	8.76005059185729	9.13898910060768	8.66550200233328	8.80176492350205	9.10178319656352	8.92539929053469	8.97493086356559	8.95853138921336	9.21767537629784	8.87639553645397	8.76391018197556	8.90864341673132	9.0589510807733	8.81233136783448	9.15004703631863	8.80075710430925	9.06377371006579	8.93306490424564	9.12062739352015	9.09380333757968	9.05475697227572	9.08607148343109	8.82856389297989	8.77641256617486	9.11860073806777	8.90719186555438	8.85430822470305
6.69445448331066	7.32617310666633	6.42236455480234	8.10500313112164	7.9862277781875	8.36826143768146	7.85391079175644	7.81593818370188	6.4708034172715	7.37085057985652	7.96027136935405	7.82247901092947	7.61808335595782	7.66499005704245	7.73560008432461	7.56510518898588	7.79454238759615	8.19957320860265	7.26634398806488	7.39791845890526	6.95786786410677	7.47659977208623	7.38083259899519	7.46453404784826	7.30517303402155	7.16477544868068	7.31258207369046	7.27488577464565	7.57951017850982	7.35729316738187	7.24309412256865	7.04577850948998	7.44873375870762	7.6362735919407	7.49265376962982	7.808899007351	7.62894434310306	7.3857094228944	7.44569502420828	7.53050006095061	7.2300242664885	7.38375468231601	7.37965130058213	7.4686828026259	7.70029528111337	7.27245048898425	7.26069587501471	7.38282786192272	7.42487139185174	7.6548568226734	7.02710741770987	7.49985045296986	7.4919094799885	7.2809619035747	7.44756332231453	7.42617766783553	7.35153078462549	7.45011110315079	7.2730028812269	7.5388375813492	7.48644053839471
7.2461387682364	7.19320918774309	6.89161431076211	7.31697680652767	6.98961966762908	6.65430829778233	6.89711955289985	7.58472188505382	7.56032463320952	7.24151365241484	7.20818689296342	7.0677890214581	7.34582092244093	6.94020886923816	6.99616430560018	7.31763781307421	6.93711047105155	6.92852701175623	6.9989404249914	7.11565911551566	7.03609754526472	7.00666900369396	6.7319036007181	6.71880508507808	6.83018334168478	7.26726173858546	6.92581774059376	6.8920293255143	7.05525007639513	6.67715392134217	6.92585082201839	7.54361706119368	6.72508359025593	6.69495906989442	6.712843052498	6.69214410084286	6.61583849710895	6.6736318873223	6.63424536210862	6.72964304858352	6.59298966735446	6.94247837698312	6.96417056871629	6.71817965639901	6.91971659739705	6.56073342076479	7.3297973463074	7.24341707190639	6.91487151734529	6.92596379775763	7.07939523872451	6.86344020777637	6.95158453443954	6.69514441363978	6.51028755851708	6.84461205764631	6.67373264727638	7.32707723158045	6.90225919040717	6.79061908293753	6.9670870285566
9.42879212574616	9.93544513233542	9.95571905244457	10.0575711378601	10.9181102822173	10.6439882867959	10.6627428365835	10.6696787861435	9.94347640320893	10.7035229187455	10.3112886990441	10.7281683978609	10.8594450368973	11.2531144634463	10.9120173344204	10.2795940529442	10.6264773519368	10.2349416845565	8.1756783695188	7.95488803941024	8.10634543392394	7.24295432203857	7.26233244123847	6.79428271037914	7.73346768382389	7.71039180498957	8.09369034823962	6.91093644568476	8.473761100424	8.42346584905256	8.16056686146272	7.7998516433397	8.30036909998756	8.2163477248698	8.4697743837972	8.28202268032432	8.58585776750572	7.74153102848692	7.6444464246258	8.34453255437612	8.20657618256869	7.94866573381269	8.0512729935466	7.99002346044636	8.35410900803568	8.1843814930663	7.92611694428843	8.30213539312258	7.11302604069286	7.94516173371893	6.06360035331443	7.10258483707072	7.78427801666737	8.02861499425058	7.98707248044702	7.97221766823232	7.92960202813815	8.39841897385195	8.61617098588865	8.32804759964234	8.24950818661901
7.18717306544753	7.37789736934077	6.74274005173637	6.46611517154051	6.48115000798363	6.54629840507362	6.36510268864278	6.25656918845173	6.39770860621258	6.35224214431859	5.86287062691615	5.56242261854053	6.17252522758398	6.43918474888489	6.15046574024803	6.54378965584887	6.23556722835101	6.42402443389916	8.18605981528311	8.26971627356285	8.29198487917333	8.3257348488502	8.2081001078102	7.89753151325973	8.13978515877082	8.94084471798001	8.539556151331	8.37151493810568	9.00423406064435	8.8320670662029	8.3683885714945	8.48894663028342	8.56128630246445	8.79203993880095	8.43081204772785	8.90440942504374	8.2790971978465	8.51177458617226	8.21315242864128	7.93681660557558	8.052722791463	8.24164930951257	7.91341420965613	8.303312212791	8.80036921215104	8.24309322352976	8.46292913448647	9.0636799030341	8.12518264936664	8.59211847237718	8.79493460702803	8.84143188720118	8.7813665848291	8.55934579738213	8.55619900356188	8.5373678148927	8.43590380862256	8.5770881409228	8.46776950929804	8.54660212245084	8.74309070339694
6.89454293128169	6.63157934881933	6.58690291623768	6.17733926757568	6.06622070365034	5.85714724894536	6.15394423570606	6.45278183115413	6.42478182563093	5.96035174319227	6.25731215852179	6.29252693960647	6.05772481879961	6.11268911580678	6.12134283115834	6.5564326231247	6.15424730010908	6.22446363679019	8.18737790776705	8.15639458422548	7.38227393356802	7.93770301466331	8.03534080675854	7.23954164656898	7.30047757536641	8.6556653191624	8.40133466266994	7.91517763266247	7.90584363695506	7.990538565969	7.77984341109258	7.57553111844265	8.02843145763337	7.8361795882111	7.918066545356	7.56225350127934	7.39056884603101	7.94589329254674	8.2449869774679	7.483237326583	7.63771694265424	8.03533543919858	8.15663572843742	7.37444964712409	7.49045173666754	7.08279487498057	7.63611347851787	8.01591036637377	8.36714112392884	6.97544779027051	7.8271594303609	8.09722169170487	7.3923440804195	7.36020617855375	7.50018040693375	8.02843145763337	8.07598225512602	7.91079080771582	7.25949267544004	8.04045505009888	7.66208799734671
7.0551108922699	6.6670393282839	7.43149254152277	8.0913416869841	8.34007109325476	8.3037159667301	8.31643423463675	8.71813167049486	8.62269682334708	8.8459289122822	8.52220615407363	8.67496746107025	8.21511701595731	8.14177077717422	8.21761863108545	8.3766795369157	8.5398766178464	8.00675768685585	7.15846908891481	7.06377551277385	7.23000434684393	7.85932614449788	6.9439531425198	7.19159477326836	7.49987320215548	7.08773070085147	7.02883141400134	6.8937258426933	7.42105271545176	8.11201580683246	7.11571867839556	6.9167908351489	7.29470927165762	7.65776929843355	7.62628626585276	7.71998588927249	7.54159385027253	7.42748879360681	7.39321624635353	7.91365561206479	7.74548386449428	7.22314026541672	6.93243950619653	7.78799399447158	7.97996511119468	7.66872625369583	7.68460324047614	7.32098107565055	7.44612517816951	7.72098932354264	7.23024714892205	7.5741440243459	7.63147533949897	7.54616934116714	7.72402971369674	7.56077544144701	7.9475849132168	7.50067703160666	7.77348095902172	7.52117021956035	7.83748824214499
6.20655313587829	6.13640314570771	7.5716055173148	7.75755945668556	8.15361206056741	7.73214153835928	8.15409640218168	8.03072301369638	7.73283334319404	8.0969770915163	8.19032708561443	8.390769886344	8.2410260365858	7.79263194972497	7.8682392068206	7.37580288445776	8.45412734625014	9.21296163071612	8.1287414151673	8.44196545536717	8.33248105625063	8.56360420422832	8.1714784834367	8.15095776854506	8.23650819785774	8.13850344100222	8.16533604773255	8.03650334457286	8.12640267336391	8.2147803217619	8.6206697932234	8.06188650346774	7.89452240128696	8.37036662916455	8.05753515981586	7.88255378676194	7.99544484774676	8.11682325680948	7.94310224597654	8.12674795440315	8.04845806047573	7.67515885952329	8.09553410537001	8.08155302298142	8.08977091812491	8.31470657896181	8.30756068433287	8.16122569862406	8.2287906741311	7.89417405643179	8.45202312066041	8.11713960960637	7.77241373569942	8.5989708068337	8.7879713969495	8.32776081607235	7.9067547510083	7.42589350856831	8.17782200351352	8.2340592031082	8.578942998894
8.47484188758641	8.3317840830365	8.17368019754223	8.80237804779284	8.91476294860549	8.96290456413436	8.77181098941405	8.86576910853894	8.65843228005126	8.837910806645	8.95249098572374	8.91692717908124	8.86826370911018	8.55191310186357	8.92092420723103	8.70278178314936	9.19419154454822	9.11679621892655	8.3831340585911	8.90670619823413	8.34142338193749	8.5197206482468	8.58676807580824	8.67816497239199	8.56876112461661	8.48981957062096	8.5921671713908	8.77249520517174	8.46811937186558	8.60949129219217	8.88080805843745	8.30914397550923	8.32858267800735	8.63109192736207	8.59477960743642	8.65584136974213	8.80431831177818	8.6222764712352	8.2674381051132	8.2327770991067	8.39686759254452	8.17651869688778	8.12666689957073	7.91959371136383	8.22920577711889	7.84805752577726	8.31819002881741	8.5267896809071	8.31206183203624	7.95515711064785	8.52037341066108	8.21504338813164	7.77006557691342	8.34753365439049	8.30841787422884	8.27443026208277	8.35371281922628	8.6828884511729	7.68393318168575	7.62950082252267	7.85828996025655
