ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
2315	GPR17	-1.25321896648014	5.64165184072749	-30.9171663846705	8.81596927624439e-143	3.2117174206967e-142	315.474108944758
3875	REG1P	-1.62578814347635	6.4275186889	-30.9131266719685	9.36122545162259e-143	3.40784478489429e-142	315.414142646393
2126	FIS1	2.20474589640345	9.54526265916651	30.9118168640616	9.54515753893725e-143	3.472244347743e-142	315.394699528823
747	220833_at	-1.6243934661135	6.00086485925797	-30.9034676837514	1.08056096477739e-142	3.92786693598256e-142	315.270761411914
715	217998_at	-1.87042233410108	8.27957163591633	-30.8916414692035	1.28809878384369e-142	4.67882940602048e-142	315.095206681186
4443	TBX5	-1.39915004447968	7.19654668296669	-30.8716616628405	1.73323246597553e-142	6.29108624681785e-142	314.798609513691
4223	SLC6A16	-1.70100525984974	6.44906844197405	-30.8659500085707	1.88672430304095e-142	6.84318506389301e-142	314.713819483969
4134	SH3GLB1	1.71295156585897	9.81052017916214	30.8632621415286	1.9635893764054e-142	7.11675093135926e-142	314.67391763881
2019	ERCC6	-1.07824236016108	6.15347499884725	-30.8623806424845	1.98947348594395e-142	7.20527787431314e-142	314.660831605352
3365	OCA2	-1.57346370205073	7.8037763843549	-30.8577417984728	2.13141662108818e-142	7.71369824774771e-142	314.591966777239
4849	ZFAND5	-1.01064564891341	4.82024851850231	-30.8517747442357	2.32899483326928e-142	8.42257282309682e-142	314.503383734823
3780	PTBP1	1.70206473990703	10.8193240438332	30.8456821905886	2.54963931407842e-142	9.2137660655065e-142	314.41293692347
3289	NOP10	1.84859464173466	10.4327830499107	30.845310658653	2.56375161034781e-142	9.25799192625598e-142	314.407421335605
1788	CYP7B1	-1.50402832346054	5.52196809005441	-30.8280346064541	3.31394873685191e-142	1.19582956611018e-141	314.150946396546
70	IKZF2	-1.25112192977041	6.20250692646821	-30.8277948361711	3.32577502162761e-142	1.19834636081987e-141	314.147386802304
2568	IKZF2	-1.25112192977041	6.20250692646821	-30.8277948361711	3.32577502162761e-142	1.19834636081987e-141	314.147386802304
2693	KCNV2	-0.928640554720582	4.78829365306442	-30.8250503655202	3.46418581023064e-142	1.24730888502473e-141	314.106642721096
2407	HBD	-1.25492106965904	6.80139627588912	-30.8157960787781	3.97478477179233e-142	1.43011192808843e-141	313.969253681071
3068	MOG	-1.1142613928487	6.05558348405898	-30.8146343746492	4.04398425693002e-142	1.45395067170555e-141	313.952006924357
3712	PRKY	-0.837465501479005	5.89647630384264	-30.7983078127427	5.15414879205235e-142	1.85174509329008e-141	313.70961884622
3360	NXF2	-1.08407298841122	6.37252306273612	-30.7946130837833	5.44499604035539e-142	1.95481689239503e-141	313.654765345551
2469	HNRNPD	2.40668752122544	8.47700771463577	30.7858597064127	6.20126179270148e-142	2.22470829745427e-141	313.52480805359
3950	RPL10A	2.51262451909461	11.9888098223475	30.7844875259242	6.32898875866876e-142	2.26888276254163e-141	313.504435809864
366	215542_at	-0.868209699835496	4.57867812843805	-30.7833899259964	6.43304826183711e-142	2.30451475079589e-141	313.488140135743
3290	NOS1	-1.39504651140497	7.37884079216414	-30.7659051832893	8.34145718765688e-142	2.9859998918134e-141	313.228547554062
3031	MFSD10	2.13381191927207	8.33483740908749	30.7574740957571	9.45467693052428e-142	3.38204953199058e-141	313.103370931022
52	KLF8	-1.047920188337	5.21966162553376	-30.7569285503989	9.53162723239766e-142	3.40464486826062e-141	313.09527115953
2753	KLF8	-1.047920188337	5.21966162553376	-30.7569285503989	9.53162723239766e-142	3.40464486826062e-141	313.09527115953
1691	CRHR2	-1.32528949000587	6.48667745079446	-30.7458372938884	1.12392788280294e-141	4.01170790538043e-141	312.930596954463
2544	IFNA10	-1.22991282243111	5.5602677889971	-30.7324066019323	1.37216829381432e-141	4.89423203714276e-141	312.731185853543
529	216535_at	-2.11403565142177	7.67263661090535	-30.7277011746829	1.47153997599222e-141	5.24488274271397e-141	312.661321685679
4179	SLC17A7	-1.83400621261251	6.94413459199122	-30.7213183427603	1.61793663764008e-141	5.76251405186879e-141	312.566551537946
1226	BRAF	-1.4641124343997	7.10495382807068	-30.7124288226922	1.8464073811232e-141	6.57150753800332e-141	312.434561792874
2498	HSBP1	2.36817186650669	10.0921957551731	30.7086325415008	1.95355633967199e-141	6.94785336067647e-141	312.378194999937
3670	PPP3CC	-1.08863917014574	5.77899405656894	-30.7053163622111	2.05223086927781e-141	7.2935399239082e-141	312.328956516047
332	215322_at	-1.41752048900633	6.16270129951547	-30.6996579279209	2.23224539718536e-141	7.92760047598541e-141	312.244939915738
222	210824_at	-1.04616001075818	5.91904559370368	-30.699044816283	2.25267510479196e-141	7.99440734028181e-141	312.235836384424
2041	F2RL1	-1.49576613697597	7.3940673729978	-30.6972168352259	2.3147024732091e-141	8.20863619357715e-141	312.208694336986
177	208276_at	-0.84747106294464	5.7020729580407	-30.6831760944613	2.85171368037316e-141	1.01057859261431e-140	312.000214187205
3245	NEUROD1	-0.985107375372452	5.55417739327879	-30.6777240177019	3.09236554979185e-141	1.09507425204099e-140	311.919259638263
4906	ZNF506	-1.12382524757364	5.18996043263919	-30.6597786259618	4.03740850589844e-141	1.42871045982366e-140	311.652796153708
4033	SAP18	1.88237900018863	10.611792590361	30.6594887669557	4.05483641744557e-141	1.43385052986264e-140	311.648492118804
361	215525_at	-1.46772890106584	6.09102762307374	-30.6470133220243	4.88074244308228e-141	1.7246686458388e-140	311.463246494339
2864	LOC284244	-0.880233729257418	5.55317785335866	-30.6454814192154	4.993124321607e-141	1.76311895273328e-140	311.440499379143
2298	GP2	-1.08110657444316	5.89424795157696	-30.6408603633319	5.34805089682731e-141	1.88709795930907e-140	311.371881430282
4428	TAX1BP1	2.25496329182702	9.44984731387799	30.6355744642222	5.78508308592546e-141	2.03985085256758e-140	311.293390835237
452	216098_s_at	-1.05638723306801	5.16454691942974	-30.6347089569075	5.85997036117603e-141	2.06478270928742e-140	311.280538830389
3014	MEA1	1.52777737474505	10.1798888155668	30.634404560057	5.88653783498782e-141	2.07266549571203e-140	311.276018808313
842	222335_at	-1.19786189591594	5.32988999488435	-30.6309702572003	6.19475781457054e-141	2.17963700883038e-140	311.225022371575
1575	CHRNA1	-1.09129991373989	6.07898826950249	-30.6232809719675	6.94464316551525e-141	2.44174642260821e-140	311.110842460605
584	216776_at	-1.19373552658442	6.75201100557883	-30.606765508506	8.87646130820996e-141	3.11875667585755e-140	310.865597632077
3808	PZP	-1.73508784652247	7.65439610199875	-30.6014415295277	9.60729083542871e-141	3.37313551720098e-140	310.786538832425
2168	FTH1	2.51868955152611	12.3114843297692	30.5982733399994	1.00704433614952e-140	3.53323794075186e-140	310.739492379468
1556	CHD2	-1.18801492392443	6.8311389424182	-30.5876020220337	1.18010949170243e-140	4.13750240525904e-140	310.581026128877
50	ZFP2	-0.945726162558326	5.0025457358051	-30.5841347485427	1.2425119747014e-140	4.35011279590709e-140	310.52953767416
4851	ZFP2	-0.945726162558326	5.0025457358051	-30.5841347485427	1.2425119747014e-140	4.35011279590709e-140	310.52953767416
1332	C4orf23	-0.87999574989628	5.06948671204288	-30.5784614642592	1.35181401033481e-140	4.72943428544899e-140	310.445289935111
788	221153_s_at	-0.611660588233167	5.07104477453509	-30.5748758244429	1.4258025705731e-140	4.9847591639286e-140	310.392043279383
2883	LOC92249	-1.52780545095215	7.22013325310825	-30.5683497249086	1.57101519551072e-140	5.48855379478285e-140	310.29513039874
4127	SGTA	1.34761628147044	8.43429611905147	30.5627129740954	1.70828974537314e-140	5.96392320999527e-140	310.211423895609
1558	CHD7	-0.935756522829901	4.80132408126314	-30.5608592574842	1.75600593074732e-140	6.12617888269191e-140	310.183895856926
3180	MYT1	-1.1154139288043	7.48896296415306	-30.5593675184954	1.79537067184971e-140	6.25909041562286e-140	310.161743218162
3641	POPDC3	-1.55768651678924	6.33406444364484	-30.550792920422	2.03937706684532e-140	7.10474098040612e-140	310.034408015439
1689	CRH	-1.07451613590764	5.67404833473478	-30.5390113859569	2.42963128821777e-140	8.45833584481731e-140	309.859447214878
755	220871_at	-1.05378456667223	6.18852677234745	-30.5280804134807	2.85820991141928e-140	9.94334997352904e-140	309.697115895615
1718	CSRP3	-1.33773752092978	5.31155373403054	-30.5256878228093	2.96167330303288e-140	1.02960352688124e-139	309.661584308537
818	222167_at	-1.71441837295044	6.23941924390047	-30.5196774826451	3.23840515145017e-140	1.1250155730073e-139	309.57232635323
4726	UPK1B	-1.42078178663867	6.34155151330178	-30.508912268335	3.80028646595363e-140	1.3192842685742e-139	309.412453806887
647	217244_at	-1.16249897881908	5.47386391979895	-30.4895973446392	5.06393605156558e-140	1.75673062463019e-139	309.12560694796
3447	PAGE4	-0.886453431484886	5.9813060370303	-30.4874956014954	5.22461691532104e-140	1.81120053064463e-139	309.094393562019
1524	CDRT1	-1.3818186453484	6.4052530643765	-30.4804155470163	5.80436441533071e-140	2.01076859829829e-139	308.989245905461
603	216826_at	-1.31146803669666	6.06832417463876	-30.4767702105947	6.12751868332675e-140	2.12122931293862e-139	308.935107849898
2659	KCNA5	-1.34501876668872	7.00656706294537	-30.47552408082	6.24206374738032e-140	2.15936939160076e-139	308.916601139124
2878	LOC729806	-1.21670533766304	5.08965220968543	-30.4743097475259	6.35574585661593e-140	2.19715776988682e-139	308.898566629749
3822	RABAC1	1.91436879423166	10.1603349853872	30.4732905556467	6.45275605619012e-140	2.22913391032022e-139	308.883430222459
2651	KANK1	-1.10710349777961	5.88884754063311	-30.4712904295681	6.64746050393474e-140	2.29479069807391e-139	308.85372554839
3366	OCLM	-0.829068610272834	6.23169361017888	-30.4631279629688	7.50487606675464e-140	2.58897260962066e-139	308.73250095366
4727	UPK2	-1.38338457475736	6.72823495568406	-30.4587255681858	8.01236314514091e-140	2.76211262644774e-139	308.667118585033
2608	INF2	1.30275935876306	8.49059878984552	30.4490870719285	9.24648613727373e-140	3.18533064980001e-139	308.523971160077
3209	NDFIP1	2.50114289708558	9.42434230819768	30.4449338449698	9.83525889692472e-140	3.38579644256503e-139	308.462288591754
3410	OR7A5	-1.59415929016522	7.30742625384027	-30.439444057036	1.06714275291856e-139	3.67108997173933e-139	308.380755463573
3321	NR6A1	-1.3777613454219	6.17359221913275	-30.4372665407549	1.10224589573701e-139	3.78920996864359e-139	308.348415365355
2301	GPAA1	1.83198973680138	9.94221198108059	30.4311522341446	1.20710979048484e-139	4.14681666550425e-139	308.257606420828
4599	TRHR	-1.29942425001999	6.04569940755879	-30.4216286883368	1.39066444154292e-139	4.77406695011955e-139	308.116162957929
922	ADCY10	-0.744177307405282	5.31498445981841	-30.4085562868761	1.68891196201796e-139	5.79390631414493e-139	307.922010199535
3337	NTN1	-1.66531623233808	6.079214866995	-30.4014692828535	1.87652892990963e-139	6.4330693364008e-139	307.816752378526
4896	ZNF37B	-1.45174558519167	5.73562061187253	-30.3999489842803	1.91941630163445e-139	6.57553157425395e-139	307.794172475768
3750	PSMA3	2.3841461486	9.65650279213246	30.386465302197	2.34536437640269e-139	8.02917534263984e-139	307.593907849722
1087	ARL17P1	-1.60336739860975	7.09199608150816	-30.3833991433814	2.45472823900895e-139	8.39775450187273e-139	307.548367832866
4792	WISP3	-2.05190682344133	5.7771584998623	-30.3652010337593	3.21720989596407e-139	1.09986276028114e-138	307.278078839665
499	216423_at	-0.996264438133668	5.67687746616597	-30.3633621241775	3.30636182617369e-139	1.1295592960787e-138	307.250766068744
1347	C6orf35	-1.65138179911501	7.09277608448352	-30.3504733157347	4.00455141889192e-139	1.3671378029942e-138	307.05933141994
921	ADARB2	-0.919364296037845	5.64014545980576	-30.341338648838	4.58694019723106e-139	1.56488153137579e-138	306.923655109218
2879	LOC730092	-1.32700743641296	6.62772465783871	-30.3406292509297	4.63556464323197e-139	1.58037883627094e-138	306.913118453818
4024	S100A6	3.05187824870772	11.2278087729766	30.3352655870591	5.02028299099865e-139	1.71035848107126e-138	306.833452018746
534	216553_x_at	-1.10712350943091	4.93992210721059	-30.3237518467579	5.95739696586188e-139	2.0282247423403e-138	306.66243753426
1661	CORO2B	-1.59041754317276	6.55243122874282	-30.3219242966137	6.12145371458886e-139	2.08264334366866e-138	306.635292660104
3455	PAPOLB	-0.857903366157443	4.89913367310411	-30.3211424482337	6.19301193692421e-139	2.10553881406783e-138	306.623679739086
58	POU4F2	-1.13491323498324	5.18132410388748	-30.3196331761865	6.33352183505032e-139	2.15035036873873e-138	306.60126225802
3645	POU4F2	-1.13491323498324	5.18132410388748	-30.3196331761865	6.33352183505032e-139	2.15035036873873e-138	306.60126225802
1259	C11orf41	-1.46986065365237	5.4347941659787	-30.3192737520605	6.3674507653187e-139	2.16038508109027e-138	306.595923665244
24	MYNN	-1.50374199839213	7.38683964402931	-30.3157335794441	6.71150339156837e-139	2.27555434141028e-138	306.543340756901
3047	MKL1	-1.68121110456246	8.04380264476169	-30.3155891439464	6.72592847305144e-139	2.27888111501194e-138	306.541195424122
717	218836_at	1.83745318303597	8.53142951271711	30.3000089194762	8.4787903380532e-139	2.87081729060883e-138	306.309777597868
1023	AMPD1	-1.42305583750678	5.92358223805498	-30.2924347563667	9.48923118076044e-139	3.210739865271e-138	306.197275348533
3752	PSMA7	2.14862386371125	10.6018514439529	30.2777302799812	1.18075733015069e-138	3.99243067141985e-138	305.978861901245
2341	GRHPR	1.78701949315323	9.16294599638849	30.264649310594	1.43420097060808e-138	4.84606894309432e-138	305.784561487873
4083	SEMA4F	-1.17328479087985	8.26199320819467	-30.2634875046092	1.45918563749364e-138	4.9271203343941e-138	305.767304324292
10	IRF3	1.68829108820508	8.78626171130405	30.2578494457868	1.58675372188357e-138	5.35055521235826e-138	305.683557883465
2625	IRF3	1.68829108820508	8.78626171130405	30.2578494457868	1.58675372188357e-138	5.35055521235826e-138	305.683557883465
1100	ARSB	-1.3471340148256	6.00872578667923	-30.2480840712411	1.83465557804334e-138	6.18226368044618e-138	305.538504523562
674	217424_at	-1.17229017347933	5.78453846419361	-30.2354116777186	2.21496988216272e-138	7.45872611989354e-138	305.350269429768
4185	SLC22A13	-1.14107656981493	6.6262310175233	-30.2339286000876	2.26434530161798e-138	7.61979958446376e-138	305.328239773025
4486	TGFA	-1.2222268236545	7.93135472138779	-30.2184915173207	2.84843198045433e-138	9.5787978103774e-138	305.09893594106
227	210922_at	-1.40325008503354	6.03442388175764	-30.2092735197758	3.2667699181179e-138	1.09781247588452e-137	304.962009956266
2268	GLRA1	-1.02705698091118	5.29659886199014	-30.2075561722523	3.35124380700022e-138	1.12543469793209e-137	304.936500049444
693	217569_x_at	-1.90367602589177	6.19212411344763	-30.1879426340485	4.48575012408642e-138	1.5054079900127e-137	304.645153882806
3665	PPP2CA	2.16450148562975	9.53447019778515	30.1843788630952	4.72980986478415e-138	1.58623630224261e-137	304.592216067857
1579	CHRNB3	-0.754221332955562	4.93840036056781	-30.1811009463979	4.96600078837333e-138	1.66431776760951e-137	304.543524364016
457	216130_at	-1.49859439897118	6.95865597707112	-30.1580327495937	6.99749115868794e-138	2.34356653043515e-137	304.200856128773
3034	MGAT4C	-0.667005476349174	4.36200761812432	-30.1576989871593	7.03229772293838e-138	2.35362809968263e-137	304.19589819872
4936	ZPBP	-0.987199530247796	6.20241518518402	-30.1565551220912	7.15290500219402e-138	2.39237310161398e-137	304.178906456587
1205	BCL7C	1.27153124012673	9.12931787316267	30.1428050097204	8.77523089173606e-138	2.93299327504575e-137	303.97465222794
3800	PTPRR	-1.3361114334484	5.23141326337169	-30.1392822435223	9.24704598229204e-138	3.08860088928483e-137	303.92232224734
1911	DRD5	-1.45344101770885	6.84924172482529	-30.1358218399242	9.73520018175762e-138	3.24945195255964e-137	303.870918558887
3001	MC5R	-1.39140260948538	6.31310047815946	-30.1352218863388	9.82241889665758e-138	3.27635039496884e-137	303.862006344422
4621	TRPM3	-1.07133707321406	5.52000101342025	-30.1302372365074	1.05779522424989e-137	3.52598408083296e-137	303.787960064787
2640	ITIH2	-1.68288374497415	7.21440802459714	-30.1182455476977	1.26422891005012e-137	4.21125476442857e-137	303.609824442464
1336	C5orf42	-1.27377685936197	5.87064027690494	-30.1103215706726	1.42228621170596e-137	4.73456461309127e-137	303.492113794659
1458	CCR9	-0.919471909077943	5.53896888506729	-30.105088081224	1.537365828297e-137	5.11420012914963e-137	303.414370083653
2554	IFNB1	-1.45605075732814	6.03266794415481	-30.1039698842205	1.56313654616969e-137	5.19642970260987e-137	303.397759193973
1720	CST8	-1.28415680845334	7.28005709340512	-30.1020385030849	1.60867007592227e-137	5.34420321120107e-137	303.369068380131
1401	CAPG	2.83962529813166	9.14748453162474	30.0992638059656	1.67641672983634e-137	5.56552328319323e-137	303.32784999755
2947	MAGEC3	-1.0657490373919	5.35638876249093	-30.0930858495504	1.83768230656727e-137	6.09681033877924e-137	303.236075691599
3295	NOX3	-0.804228949873162	5.18140639223723	-30.0824650994531	2.15201061333615e-137	7.13485397978562e-137	303.078302528331
3339	NTRK2	-1.16522253770896	7.33921869095355	-30.0779386826676	2.30181172717823e-137	7.62639163800165e-137	303.011061558694
142	207314_x_at	-1.64953777499595	6.06665390331422	-30.0778181084833	2.30594158777038e-137	7.63495405066066e-137	303.009270399409
2553	IFNA8	-0.478314544593478	4.5680964528473	-30.0766581610752	2.34605214997339e-137	7.76255701330781e-137	302.992039089291
4032	SAGE1	-0.91990885210418	5.08716182726842	-30.0740843646743	2.437562427173e-137	8.05994537498969e-137	302.953804665678
1831	DEC1	-0.894945956676479	4.85832311417712	-30.0636045853093	2.84852579865699e-137	9.41252003034485e-137	302.79812433831
2989	MATR3	1.81791809453654	9.96629604268016	30.0587542095987	3.06152292446698e-137	1.01095743628789e-136	302.726070286086
4320	SPRR2C	-0.966285540861767	5.46517709338829	-30.0583214881256	3.08128213823884e-137	1.0168025225718e-136	302.719642047851
3543	PHF2	-1.52165518409617	7.14775888534723	-30.0321005181501	4.55022960709599e-137	1.50054300794754e-136	302.330117653249
783	221130_s_at	-1.00933192907334	5.39120124270971	-30.0247345489688	5.07684351183266e-137	1.67308918935646e-136	302.22069210577
1747	CXorf27	-1.37759677737535	6.45174506487386	-30.0176907897715	5.63733629533567e-137	1.85656275326388e-136	302.116052874959
1777	CYP2F1	-1.076413097215	5.29151543791759	-30.0134475688898	6.00442813160178e-137	1.97614090407147e-136	302.053017171072
593	216792_at	-0.749370792878039	5.44068957689866	-30.0053920675702	6.76837940866586e-137	2.22608483880222e-136	301.933347379786
3352	NUP188	1.2833812932926	8.24393890719946	30.0030547972617	7.00770961251024e-137	2.30326583405194e-136	301.898625619873
546	216637_at	-1.19029377127068	7.01901523060151	-30.0002058730554	7.31090583347186e-137	2.40132146391961e-136	301.856302849275
210	210390_s_at	-1.10290386322509	4.73453490172674	-29.9880877683861	8.75419629232594e-137	2.873470410903e-136	301.67627941206
3134	MTNR1A	-0.723128733898376	5.6055062215804	-29.9853925968522	9.11210504634869e-137	2.98896407230827e-136	301.63624053548
2790	KRTAP1-1	-0.833723946940218	6.0006630749452	-29.9748664671879	1.06557738826849e-136	3.49300086134461e-136	301.479866313169
819	222170_at	-1.63393958622516	5.64300302240426	-29.9659721544406	1.21622797644388e-136	3.98419509524719e-136	301.347733633864
1128	ATP12A	-1.25610666861722	6.4397372177909	-29.9632546727726	1.26637295581616e-136	4.14571398391773e-136	301.307363026493
1875	DMC1	-1.44261307121452	5.80259642601319	-29.954412071396	1.44430184279758e-136	4.7250669559073e-136	301.175998077809
3026	MERTK	-1.34305922415189	5.28655895767484	-29.951294262455	1.51282809439685e-136	4.94597669511612e-136	301.129680082201
419	215935_at	-1.09652009862796	5.84084524365795	-29.9469905212896	1.6127935140735e-136	5.26931214254174e-136	301.065743871447
194	208646_at	1.84432116728351	11.0173561472166	29.9464467408149	1.62588548122087e-136	5.30857519975617e-136	301.05766548404
4104	SERPINC1	-1.07329321807285	5.94476993278795	-29.9400558337088	1.78795268084181e-136	5.83387466536232e-136	300.962722250314
4883	ZNF224	-0.994244806865222	5.56444316305874	-29.9134566461846	2.65526476825367e-136	8.65809105952023e-136	300.567563205728
1363	C9orf125	-1.73173314582727	6.552569611555	-29.9131058097176	2.66915137873929e-136	8.69763048217157e-136	300.562351140052
2102	FCRL2	-1.38222828787101	6.59899237715313	-29.9094182959927	2.8195754302739e-136	9.18174200761574e-136	300.507568996056
2890	LOXL2	-1.0171883776452	6.52438209830975	-29.8953853644319	3.4737255050562e-136	1.13044822101302e-135	300.299093619793
3402	OR2J3	-0.841879581095866	5.22936594770584	-29.8907656480423	3.72070693020607e-136	1.21002582193667e-135	300.230462249333
154	207731_at	-1.08812365920885	5.27139205036458	-29.88572290675	4.01039349715358e-136	1.30337788657491e-135	300.155546255872
3032	MFSD9	-1.2810404948634	6.17206765086781	-29.8653281623378	5.43098381610671e-136	1.76390927360731e-135	299.852556899777
3739	PRY	-1.35273871146191	7.03362147416491	-29.8573899005636	6.11134903937597e-136	1.98357846613123e-135	299.734623766428
4759	VENTXP1	-1.09736745425335	5.73545512021396	-29.853682707442	6.45765799449735e-136	2.09460475986979e-135	299.679548558854
3239	NEDD8	1.35126448287296	10.2788490156396	29.8515191919099	6.66876208891989e-136	2.16165910231393e-135	299.647406684404
462	216146_at	-1.22729174290543	5.46246119291372	-29.8489081681604	6.93274223473719e-136	2.24575387800667e-135	299.608616467692
1110	ASF1A	-1.40584303539108	7.00042335187435	-29.8473389719907	7.09639248686445e-136	2.29725942890632e-135	299.585303970501
571	216739_at	-1.23062215464823	7.36179213136931	-29.8438279021705	7.476687576654e-136	2.41878432407798e-135	299.533142331256
2183	GAB1	-0.889518550229238	6.95663597975974	-29.8385735873699	8.08420501569196e-136	2.613610783869e-135	299.455082392573
3305	NPVF	-1.2037242195558	5.38142867746298	-29.8332015637435	8.75639841017803e-136	2.82907836143097e-135	299.375273654351
3404	OR2W1	-0.942290893907167	5.06563425377138	-29.811496520724	1.20914832404343e-135	3.90404752991799e-135	299.052814905105
358	215479_at	-1.50144812811589	7.76474522313603	-29.8081117444519	1.27155705569609e-135	4.10286861864054e-135	299.002529224639
4532	TMED9	1.42161230986129	10.4018886190304	29.8050343342099	1.33108995347139e-135	4.29215689957483e-135	298.956809883584
3775	PSMD9	-1.40821577789211	7.01293575852675	-29.7973741183113	1.49166483161838e-135	4.8067999140214e-135	298.843006308804
4796	WNT2B	-0.980336928704566	5.63779025238794	-29.7858373201966	1.77079073909867e-135	5.70254644794488e-135	298.67161028752
4119	SFRS3	1.40095581028053	10.3558271830957	29.7848707828668	1.79642223586599e-135	5.78131976884561e-135	298.657250949711
937	AFF2	-0.972755548853717	6.53721915856641	-29.7706413759663	2.21968564663564e-135	7.13883274373701e-135	298.445851936519
197	208805_at	1.89748291854709	11.0442333353192	29.764672716739	2.42567575978949e-135	7.79625130342231e-135	298.357178527077
1030	ANK2	-0.781238147379507	5.94839198184929	-29.7585874198553	2.6553832923773e-135	8.52899445015856e-135	298.266772237335
1239	BTN2A3	-1.15833604526525	6.32913383225278	-29.7566409425239	2.73335585373429e-135	8.7737348391471e-135	298.237854361786
684	217479_at	-0.699721359610027	5.04423585327846	-29.7538016958375	2.85121524759241e-135	9.14610605396526e-135	298.195673033445
43	PRDM5	-1.06812815442938	6.51233896909322	-29.7405652418897	3.47137608270839e-135	1.11210102779374e-134	297.999025249124
3689	PRDM5	-1.06812815442938	6.51233896909322	-29.7405652418897	3.47137608270839e-135	1.11210102779374e-134	297.999025249124
856	A1CF	-1.86669439707795	7.10956711768674	-29.7377910430577	3.61755796894704e-135	1.15818122920275e-134	297.957810254907
2925	LUZP4	-1.58004401383507	7.56625378416123	-29.7339068833022	3.83262819990836e-135	1.22624244219866e-134	297.900105069906
2899	LRP10	1.82662853691124	10.5013002225057	29.7096114519992	5.50021730282138e-135	1.75864553242315e-134	297.53915868458
390	215745_at	-1.56477075590487	5.91150187932774	-29.7075741959486	5.66937337390392e-135	1.81155915052299e-134	297.508892063246
798	221341_s_at	-1.10716603867374	5.5481735000424	-29.7048161361808	5.90669755989376e-135	1.88617233005011e-134	297.467916773517
4664	TUBB4	-1.51642404272084	6.5165741148738	-29.6898368750468	7.38024330322648e-135	2.35519392234747e-134	297.245376383657
4218	SLC5A7	-1.51240282339642	6.20440531881283	-29.68503321054	7.92664699914627e-135	2.52793003071547e-134	297.174010411263
1189	BAT2	1.59155172552425	8.1740505818133	29.6818920433356	8.30563937189459e-135	2.64708764497802e-134	297.127343443202
330	215316_at	-0.939184679569355	4.85867458450741	-29.6806977987011	8.45443719900653e-135	2.6927736791162e-134	297.10960106497
4608	TRIOBP	1.52971029651021	9.24941938887824	29.6528626588693	1.2788673562353e-134	4.07062161069741e-134	296.696066432473
2597	IL9	-0.70930101865612	4.78285938799312	-29.6487094986537	1.36032868810544e-134	4.32712409481062e-134	296.634364748684
2317	GPR182	-1.20002787528122	6.41535663742328	-29.6386882832681	1.57889855486296e-134	5.01675634108839e-134	296.485483976648
2664	KCNC3	-1.18910481478866	6.18351382170673	-29.6386770982423	1.57916115594989e-134	5.01675634108839e-134	296.485317805695
200	209350_s_at	1.56143028165563	8.42780074346951	29.6374644945821	1.60789114736415e-134	5.10474438816124e-134	296.467302692931
1991	EN2	-1.17784109905605	6.39807669173872	-29.6348328648641	1.67205271747356e-134	5.30503559686538e-134	296.428205745377
387	215736_at	-1.40942934048414	5.69232725207207	-29.6207070368107	2.06283838412406e-134	6.54070707161288e-134	296.218344723231
1015	ALX1	-1.26584793682769	6.34915947818532	-29.6168950086786	2.18313580615322e-134	6.91769780782353e-134	296.161711181891
2245	GFRA4	-1.36824818690726	7.88386429168191	-29.5956304762245	2.99497324142852e-134	9.48408193119031e-134	295.845794153846
3190	NAPA	1.83029643733036	9.47521832380555	29.5849699468392	3.50938892765274e-134	1.11059457415788e-133	295.687415979539
2889	LOXL1	3.71104874220142	9.63813388421325	29.5844250082281	3.5379390663791e-134	1.11891286734397e-133	295.679320102792
4712	UFC1	2.24529883221198	10.8454289249141	29.5723835334373	4.2316142298587e-134	1.33743917437633e-133	295.500426142258
2880	LOC730227	-1.31012925158671	6.22816455537446	-29.5715759425008	4.28273244902936e-134	1.35273007021771e-133	295.488428190685
3297	NPAS3	-0.81248561824232	5.09972609475901	-29.5560139230632	5.39771383711509e-134	1.70381510257818e-133	295.257231739754
448	216070_at	-0.641379817076927	4.63621740832173	-29.5523024958776	5.70394990842745e-134	1.79933030316932e-133	295.202093159218
3322	NRAP	-1.08647221811189	5.00078365982767	-29.5509628791124	5.81870078982315e-134	1.83435749213314e-133	295.182191235723
628	217082_at	-1.36323495712371	6.31672858778199	-29.5507693843675	5.83546516833882e-134	1.83846925584144e-133	295.179316594798
1155	ATP6V1G2	-1.54403755343899	6.51423845362109	-29.5435381124883	6.49785527072902e-134	2.04585118147874e-133	295.071885777955
3635	POM121L9P	-1.28601237920167	6.35794249798162	-29.5377770258445	7.07898711347759e-134	2.22740104080123e-133	294.986296737656
284	214235_at	-1.07783638584149	6.09934349208387	-29.5294717862535	8.00941018669971e-134	2.51855418983428e-133	294.862910870816
3699	PRKAB2	-1.52037454388834	6.25159521905944	-29.5206281807336	9.13495221113261e-134	2.87065292131012e-133	294.731527024452
68	NEUROD2	-1.44324768066924	6.77292812359349	-29.512410490684	1.03221518784148e-133	3.23960802283159e-133	294.609442197273
3246	NEUROD2	-1.44324768066924	6.77292812359349	-29.512410490684	1.03221518784148e-133	3.23960802283159e-133	294.609442197273
4762	VIL1	-1.29920885743548	5.67881696426484	-29.4987753680595	1.2642005562274e-133	3.965175077945e-133	294.406874559008
4545	TMEM35	-1.26528504551298	5.99108222799409	-29.479745921374	1.67762164861946e-133	5.25853486305847e-133	294.124168125882
1610	CLEC4M	-1.31109729144691	5.98334900260574	-29.4769910029822	1.74776567892378e-133	5.4749286327733e-133	294.083240437779
