genesym	logFC	AveExpr	t	P.Value	adj.P.Val	B
ASCL3	-1.31989988593491	7.06204801985566	-25.673930527739	4.83811869162327e-109	6.7196092939212e-109	237.522246226838
ZNF26	-1.4707515240195	7.93824853216809	-25.5793387329906	1.94736532047689e-108	2.66762372668068e-108	236.130677120201
CLOCK	-0.722644733607268	6.17547614414048	-24.6861421224221	9.60971762594341e-103	1.29861048999235e-102	223.031284118748
ZNF507	-1.72864300250663	6.67367982322616	-24.6631377519065	1.34550939940258e-102	1.79401253253677e-102	222.694971614808
ZIM2	-1.32798479185667	7.26463537834352	-24.3850164775893	7.83699885406612e-101	1.03118405974554e-100	218.633644379114
LIN28A	-1.02617232047481	5.52115180593068	-24.2576303778162	5.02814010701942e-100	6.5300520870382e-100	216.776440357324
NKX3-1	-1.07367489745963	6.80619197116666	-24.0704652751157	7.69074519712836e-99	9.85992973990815e-99	214.051254607618
ARNTL	-0.954845550053124	8.56652048499755	-24.0218855256995	1.55999614982946e-98	1.97467867067021e-98	213.344628507742
MYF6	-0.95512861826766	5.41868413453322	-23.9577633190144	3.96599779707214e-98	4.95749724634017e-98	212.412385492778
ZBTB25	-0.928685459963115	6.76634811612362	-23.8525328502035	1.83180104574956e-97	2.26148277253032e-97	210.883638523028
ZNF215	-0.897802691830415	6.60689891871411	-22.7946014703163	8.06334258841881e-91	9.83334462002294e-91	195.601161677277
KLF7	-1.50659478643672	8.39317132028107	-22.7802420761023	9.91256439380904e-91	1.19428486672398e-90	195.394906719491
NHLH1	-0.760652199704736	7.80413054334291	-22.4947419095698	5.97046056894131e-89	7.10769115350156e-89	191.301179177918
LHX3	-0.97025427596509	8.30583416294768	-22.2015972972578	3.95548570089451e-87	4.65351258928766e-87	187.112496477499
JUNB	2.25182196735448	9.59085900591575	22.1633928594636	6.82435949566627e-87	7.93530173914683e-87	186.567736655925
PHOX2B	-0.861620748637794	6.32899067912265	-21.9595309755535	1.247430392142e-85	1.43382803694483e-85	183.665424838273
ZNF536	-1.06847336353251	6.52956476039284	-21.618331325573	1.58664667882749e-83	1.80300758957669e-83	178.825699415523
HMG20B	1.67078638771321	8.20583761765791	20.6867659290957	7.82034187692815e-78	8.78690098531253e-78	165.735449345226
NR1H2	1.15003513882131	7.67764646301548	20.5340640441119	6.58244507386123e-77	7.31382785984581e-77	163.608314385684
MAZ	1.26181627492265	9.06448515086435	20.5235231402774	7.62364407561199e-77	8.37763085232087e-77	163.461684417511
FOXE3	-0.475355309928042	5.82844637055381	-20.3974834046211	4.40398162928898e-76	4.78693655357498e-76	161.710477730181
SSRP1	1.47760878593032	8.36658932146976	20.0887807776814	3.17894397634178e-74	3.41821932939976e-74	157.437901733428
UBTF	1.04021046984175	7.98191001713603	19.6120710684119	2.24590096292875e-71	2.38925634354122e-71	150.88836904727
DEAF1	0.986501923475125	7.61825198340388	16.8210089678045	2.72067170111063e-55	2.8638649485375e-55	113.933372686604
THAP4	1.03412249584135	8.45305952041903	16.3400998929513	1.21665331484735e-52	1.26734720296599e-52	107.846856352342
HOXA11	-0.812908383802791	7.3884064691091	-15.2092331504406	1.42148552867564e-46	1.46544899863468e-46	93.9186003033607
ZNF480	-0.330818877244773	5.67418707573577	-11.4654241905781	1.81210344456869e-28	1.84908514751908e-28	52.423775660436
INSM1	-0.986090431452229	5.38376969513494	-7.71697541437111	3.21562354918444e-14	3.24810459513579e-14	19.9342799262295
ZIC1	-0.319545612927303	6.3600081957671	-2.28186863608024	0.0227341725572043	0.0227341725572043	-6.30988603420007
