genesym	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZNF391	-1.97598294453672	4.95554183354503	-39.9333235132751	3.26420011392824e-200	1.81344450773791e-199	447.388863226951
ZNF334	-1.40168205444073	4.56061856644184	-39.7104163700921	7.86369718957037e-199	4.13878799451072e-198	444.206991076208
NR2C1	-1.73988778895675	7.01811659855977	-39.6167196532122	3.00005052520947e-198	1.50002526260474e-197	442.868018215506
SOHLH2	-1.80799785523321	5.56157548264251	-39.5240340743281	1.12910439415075e-197	5.37668759119405e-197	441.542624173403
ZNF717	-2.00281483200546	5.85227441409734	-39.194705464966	1.26179094508776e-195	5.73541338676254e-195	436.826315991806
ZNF141	-1.82923090066225	5.27340973048878	-39.1638984281823	1.96259459616765e-195	8.5330199833376e-195	436.384579222992
NHLH2	-1.67054798448681	5.51638044313278	-38.8330794463305	2.26710991863382e-193	9.44629132764092e-193	431.635169932163
ZNF286A	-1.61633900216874	6.31284953473787	-38.7743630622058	5.27290644617153e-193	2.10916257846861e-192	430.791096983771
ZFY	-1.28212483870531	5.00946109967375	-38.6928076790867	1.70394392881444e-192	6.55363049544017e-192	429.618153687322
ZNF440	-1.65484721848179	5.16845400864401	-37.9412383816152	8.6840830400297e-188	3.21632705186285e-187	418.779408171507
FEV	-1.87228047030426	6.65522862572679	-37.0970004126106	1.79087184315823e-182	6.39597086842225e-182	406.543056949001
ZNF695	-1.72694430117112	5.40676169769243	-37.092197056223	1.92034129445983e-182	6.6218665326201e-182	406.473259388441
ISL1	-1.77825241404253	5.24540188313793	-36.9754959984408	1.04746569121989e-181	3.49155230406631e-181	404.776874245831
ZBTB39	-1.32829334461076	6.32708878585627	-36.8961450349775	3.32190934892269e-181	1.0715836609428e-180	403.622758999517
CIZ1	2.04439809035891	9.12113011213819	36.5178471966102	8.20678933384747e-179	2.56462166682734e-178	398.113441577824
NR4A3	-1.81455989766738	7.70976566309912	-36.478759443169	1.45110788175631e-178	4.39729661138276e-178	397.543522466181
FOXF1	-1.54879725863676	5.45029813098772	-36.3869268850163	5.53921194719208e-178	1.62917998446826e-177	396.20407396864
REL	-1.91406642608569	6.18842992202482	-36.3587723612683	8.35338545809579e-178	2.38668155945594e-177	395.793283410721
EIF3K	2.04364170489732	10.9495510216121	35.7902228963106	3.39262242793146e-174	9.42395118869849e-174	387.484562974621
NR0B1	-0.867164315491277	5.24023479748031	-35.7687266346289	4.64715808287553e-174	1.25598867104744e-173	387.169934017685
BNC1	-1.13858036433494	5.91632183892948	-35.3493294927226	2.16905734110348e-171	5.70804563448283e-171	381.024645561122
MEOX2	-0.7644133184738	4.40267046993011	-34.5483550170313	2.80978937053716e-166	7.20458812958246e-166	369.2540950874
ZC3H13	-1.81956179207207	6.69852537809279	-34.4904103754112	6.59531578855698e-166	1.64882894713924e-165	368.400943588945
RGS7	-1.78577575903005	4.98526341295466	-34.3065147748626	9.90545426960227e-165	2.41596445600055e-164	365.691957330999
SHOX	-1.52129828265891	6.57565314662993	-34.1185388083017	1.58326831404172e-163	3.7696864620041e-163	362.920731993262
NR5A2	-1.19580278520458	5.56515689384955	-34.0646122922931	3.50781083821214e-163	8.15769962374916e-163	362.125335227256
ZBTB44	-2.07678594431783	7.07163371422815	-33.7309687724214	4.83238608108732e-161	1.09826956388348e-160	357.200497121537
POLR2L	2.28765043676795	10.6919922041489	33.616303442922	2.630000720963e-160	5.84444604658445e-160	355.506516738324
ZNF132	-1.54301931657417	5.45588749576111	-33.4937632931821	1.60925114518288e-159	3.4983720547454e-159	353.695420865875
RUNX2	-1.2196380366417	7.29541385821957	-33.3142906640578	2.28770057091475e-158	4.86744802322287e-158	351.041475043745
RFXANK	2.48407062880506	8.25966062440552	33.0688103476811	8.65556435714782e-157	1.8032425744058e-156	347.408837684715
ZNF287	-1.57393308584114	6.52596601403376	-32.7048721030003	1.90064839188906e-154	3.87887426916135e-154	342.01805365847
ZIC3	-1.49321699023096	5.85984952172105	-32.2606591351418	1.38157482990668e-151	2.76314965981337e-151	335.430564665023
TBX19	-1.5656674807394	7.06111098117019	-32.2527951539289	1.55260995142814e-151	3.0443332380944e-151	335.313875486208
PRDM13	-1.31368642870924	5.22644384503106	-32.1785898926102	4.67098449297805e-151	8.98266248649625e-151	334.212672953978
PREB	1.67628195397173	8.90897136816711	32.0976801425082	1.55265172144033e-150	2.92953154988741e-150	333.011748639223
ST18	-1.34229793241676	4.91196456192832	-31.8015730748205	1.26203842819409e-148	2.33710820035943e-148	328.614788434725
IKZF2	-1.25112192977041	6.20250692646821	-30.8429917260972	1.95806972617385e-142	3.56012677486155e-142	314.363656417214
KLF8	-1.047920188337	5.21966162553376	-30.7576390827055	6.97419931304589e-142	1.24539273447248e-141	313.093755171695
CHD2	-1.18801492392443	6.8311389424182	-30.599527468954	7.33785275296478e-141	1.28734258823944e-140	310.741019116019
ZFP2	-0.945726162558326	5.0025457358051	-30.57443523099	1.06607338138144e-140	1.83805755410592e-140	310.367607639356
CHD7	-0.935756522829901	4.80132408126314	-30.5499960127283	1.53386550651823e-140	2.59977204494614e-140	310.003905964538
POU4F2	-1.13491323498324	5.18132410388748	-30.3286070287848	4.14214704135962e-139	6.90357840226604e-139	306.708892239604
DMC1	-1.44261307121452	5.80259642601319	-29.9789298894272	7.56072607462496e-137	1.23946329092213e-136	301.503628802792
PRDM5	-1.06812815442938	6.51233896909322	-29.7459855250682	2.42750860971918e-135	3.915336467289e-135	298.035728328563
EN2	-1.17784109905605	6.39807669173872	-29.6480224165526	1.04414815607244e-134	1.65737802551182e-134	296.577313775122
NEUROD2	-1.44324768066924	6.77292812359349	-29.537276465426	5.43295731337228e-134	8.48899580214418e-134	294.928615199012
ZNF280A	-1.04599444957071	6.77788640991001	-29.2288932092565	5.36379132006536e-132	8.2519866462544e-132	290.337946097088
NR1I2	-1.02066215575062	6.25869499484273	-29.1377035014635	2.08535228989165e-131	3.15962468165401e-131	288.98061177734
NEUROD6	-1.03120922329066	6.54887323931735	-28.9746340251184	2.36391361766348e-130	3.52822928009475e-130	286.553592566949
ZNF484	-0.785865224919057	5.3911953286628	-28.9630813646411	2.80756140314999e-130	4.12876676933821e-130	286.38166295273
NR1H4	-1.2077357954346	5.78870983172255	-28.5322586411876	1.7113296601803e-127	2.48018791330479e-127	279.97159390593
THAP7	1.59896958941436	7.67267773895546	28.2825116268708	7.03198336176459e-126	1.00456905168066e-125	276.257433760819
RORB	-0.851867565109753	5.38234128220197	-28.2492777159097	1.15284363591967e-125	1.62372343087278e-125	275.763307083432
VDR	-1.07834073936172	8.06182887808257	-28.0448556641967	2.41024203670018e-124	3.34755838430581e-124	272.724614925643
ZNF780B	-0.520861244857563	4.42011531353053	-27.6901951374948	4.6919756622342e-122	6.42736392086876e-122	267.455842599068
NR2E1	-1.25670055097131	6.26366266833621	-27.4393649265616	1.94642482434815e-120	2.63030381668669e-120	263.732408524942
OLIG2	-0.63890399771155	6.2459420371518	-27.2561242177895	2.95418791004058e-119	3.93891721338744e-119	261.014014114371
ZIC4	-0.733575518046842	5.50750212216014	-26.6750400787947	1.62734764320676e-115	2.14124689895627e-115	252.40473574724
ATF7	-0.997785145505815	5.85488387062416	-26.24946533707	8.83039138403777e-113	1.14680407584906e-112	246.112114256844
DPF2	1.3858713333838	8.86384392073454	25.8367129520996	3.91693188613501e-110	5.02170754632694e-110	240.021177870545
TFDP3	-0.943244254607652	6.21066596015298	-25.7817839252554	8.806084884578e-110	1.11469428918709e-109	239.211585248977
ZNF26	-1.4707515240195	7.93824853216809	-25.5939527927392	1.40313048744746e-108	1.75391310930932e-108	236.445038798882
DPF3	-0.9887520226427	7.00203832925573	-25.0848868899878	2.50584610071261e-105	3.09363716137359e-105	228.962751131319
ZNF507	-1.72864300250663	6.67367982322616	-24.6805735967859	9.41773921825332e-103	1.14850478271382e-102	223.038190362947
CLOCK	-0.722644733607268	6.17547614414048	-24.6710434213356	1.08281246570248e-102	1.30459333217166e-102	222.898749751
GRM6	-1.38432014175188	6.76142288230131	-24.4954593932838	1.41383030523783e-101	1.68313131575933e-101	220.331500647546
ZIM2	-1.32798479185667	7.26463537834352	-24.3977884663702	5.89456097492288e-101	6.93477761755632e-101	218.90495143384
ZNF593	1.50777922175675	8.17603610936029	24.1407066727412	2.51302945983879e-99	2.92212727888232e-99	215.155504169397
ARNTL	-0.954845550053124	8.56652048499755	-24.0247359559786	1.36221519802003e-98	1.56576459542532e-98	213.466770039698
MYF6	-0.95512861826766	5.41868413453322	-23.9607290501551	3.45995742946747e-98	3.93176980621303e-98	212.535450094721
TCF20	-1.22531195518067	6.96775670328963	-23.6661337145483	2.50799884583254e-96	2.81797623127251e-96	208.255942315067
ZNF215	-0.897802691830415	6.60689891871411	-22.7969412139017	7.19228921957496e-91	7.9914324661944e-91	195.701957542806
ZNF804A	-0.646591797375046	4.64154382652041	-22.6728590582519	4.28383861061178e-90	4.70751495671625e-90	193.919437721613
NHLH1	-0.760652199704736	7.80413054334291	-22.4899735803054	5.91606927359352e-89	6.43051007999295e-89	191.296897853655
LHX3	-0.97025427596509	8.30583416294768	-22.2075551110747	3.37171419164643e-87	3.62549913080262e-87	187.258550745709
PHOX2B	-0.861620748637794	6.32899067912265	-21.9616366815702	1.12632835832846e-85	1.19822165779623e-85	183.753965367491
HMG20B	1.67078638771321	8.20583761765791	20.7028165390594	5.88408768269015e-78	6.19377650809489e-78	166.005973266583
NR1H2	1.15003513882131	7.67764646301548	20.5453361270897	5.30422033746705e-77	5.52522951819484e-77	163.810347792339
MAZ	1.26181627492265	9.06448515086435	20.5363159093127	6.01509227826128e-77	6.20112606006317e-77	163.684764818288
SSRP1	1.47760878593032	8.36658932146976	20.103498489023	2.45489526627704e-74	2.50499516967045e-74	157.682381234188
UBTF	1.04021046984175	7.98191001713603	19.6218514551154	1.86668279206029e-71	1.88553817379827e-71	151.059394664129
DEAF1	0.986501923475125	7.61825198340388	16.830889910043	2.32459964734682e-55	2.32459964734682e-55	114.076551958104
