ID	genesym	logFC	AveExpr	t	P.Value	adj.P.Val	B
1611	CLIC1	3.16675627909616	10.8357897915914	67.7148316501043	0	0	796.184808906317
4058	SCN3A	-2.45512134713285	5.28339245808077	-57.2651268008116	1.97315008688516e-299	4.88551961512767e-296	675.902934431697
1549	CFL1	2.62854310372089	13.0620378167465	56.1784985174237	1.14290164301113e-293	1.88654964539703e-290	662.647836320287
2467	HNRNPK	2.4308049044	11.3474529631983	55.4278322195527	1.1911730918291e-289	1.47467228768442e-286	653.40578514803
4693	UBC	2.61775648221547	13.3258593193268	55.2298783392667	1.3821967583911e-288	1.36892766951054e-285	650.956976941294
1753	CYLD	-1.54114133183441	5.25406963446207	-54.8653485681451	1.277986005583e-286	1.05476444994117e-283	646.43478485763
1085	ARHGEF12	-1.73891211688521	4.93467487161852	-54.8360166985473	1.84088993054071e-286	1.30229813371965e-283	646.070188361847
3516	PFN1	4.2738705617951	11.223668195327	54.2963786463475	1.54657956095138e-283	9.57332748228906e-281	639.343337596254
3968	RPLP1	2.96542421135669	12.8015354649054	53.634407710514	6.28265700879922e-280	3.45685750084152e-277	631.041915543892
404	215853_at	-2.16836864420566	4.83053689015305	-53.5817499099485	1.21963199806667e-279	6.03961765442616e-277	630.379210510905
3843	RBM34	-1.66798335313078	5.25564093499482	-53.4864593350348	4.05448584745206e-279	1.82525581059842e-276	629.179084748026
896	ACTB	2.82352957650873	12.8081349973134	53.1058204178251	4.97518245922742e-277	2.05309196150785e-274	624.373834960483
3804	RAB14	-1.78102238743725	5.10875140841732	-52.8338743616401	1.56318690325594e-275	5.95453964994107e-273	620.929627014762
4334	SRPX2	-2.48468885310784	5.0270882136246	-52.4943420724712	1.17205018144267e-273	4.14570892750295e-271	616.616423027646
3954	RPL27A	3.20913790735786	12.9271385467474	52.2588060188015	2.36201228400861e-272	7.79778988694042e-270	613.615826862996
2683	KCNV1	-1.86566518615308	4.69627029641689	-52.0327903591191	4.24357363697947e-271	1.31338604064515e-268	610.72997013285
3482	PDE4D	-1.79414027388102	5.03892136951972	-51.4701841139387	5.78648761814157e-268	1.68556980500218e-265	603.518545927136
1554	CHCHD2	3.19542299018481	11.8386707022408	51.4507215736277	7.4329782802999e-268	2.04489491355806e-265	603.268366134071
1594	CLCA4	-1.94035612140097	4.95171595150094	-51.3156270361227	4.23231124441511e-267	1.10307396222861e-264	601.530492600904
79	DR1	-1.72011118853565	5.01069231684208	-51.0967686103178	7.12009167528071e-266	1.6789854274281e-263	598.710206814439
1905	DR1	-1.72011118853565	5.01069231684208	-51.0967686103178	7.12009167528071e-266	1.6789854274281e-263	598.710206814439
223	210949_s_at	3.40877627784203	11.3684103183332	51.0151273101054	2.043883846528e-265	4.60059673091211e-263	597.656608676391
3952	RPL24	2.95561172867519	12.0638767858502	50.9999933871308	2.48536668549456e-265	5.3511025332909e-263	597.461210292957
2038	F9	-2.12463607136247	5.32075968510812	-50.9862968287933	2.96666648812825e-265	6.12122185383796e-263	597.284345348772
1003	ALDOA	2.97625534995201	12.1986282860922	50.925473386893	6.51315779774417e-265	1.29012629657717e-262	596.498642053817
3943	RPL13	3.52552204250652	12.845035636787	50.8617101898736	1.48606278790193e-264	2.83037804834245e-262	595.674465103829
2354	GRM5	-1.47876132699745	5.03310167298245	-50.5219825670573	1.21473318137103e-262	2.22791063487012e-260	591.274683549528
4666	TUBB2C	2.84455982750417	10.8194693833271	50.501317667993	1.58859486581643e-262	2.8095434912582e-260	591.006587080825
1069	AQP4	-1.55501675850257	4.63164175013465	-50.4716772567227	2.33453347715033e-262	3.98641716512016e-260	590.621953102355
2007	ERAP1	-1.34975987386859	5.16454061121705	-50.4315016381568	3.93447863858053e-262	6.49451273941693e-260	590.100431234994
2282	GNB2	2.72296471400916	9.70642005219262	50.3979386228726	6.08598035489938e-262	9.72186281208444e-260	589.664592705751
38	HOXA1	-2.03831761229915	5.57071730244837	-50.3666943438772	9.13568307255948e-262	1.37090613864589e-259	589.258737553288
2470	HOXA1	-2.03831761229915	5.57071730244837	-50.3666943438772	9.13568307255948e-262	1.37090613864589e-259	589.258737553288
4240	SLCO1A2	-2.34375362133097	5.31603089834497	-50.30796506562	1.96101095275424e-261	2.85615477589382e-259	588.495527964883
762	220878_at	-1.6793164087234	4.87193601444133	-50.2805573265078	2.80130168149212e-261	3.96344169335685e-259	588.139205806352
469	216169_at	-2.18238729785612	5.03048444498244	-50.1891081016876	9.21362363935759e-261	1.26738511839163e-258	586.949612507563
2080	FAU	2.62156275150122	12.038778366641	50.1436292812124	1.66626913432617e-260	2.2300985819414e-258	586.357622794273
1142	ATP5E	3.02483020947342	11.3376163961188	50.1409725231442	1.72496504108711e-260	2.24790181143774e-258	586.323032231182
1225	BLZF1	-1.45626952004471	5.01944698733855	-49.941673851865	2.32137852332892e-259	2.94755549936533e-257	583.725673152261
265	213808_at	-1.61085006712123	5.0631310251433	-49.2863006246864	1.24002586477997e-255	1.53515202059761e-253	575.149450802292
927	ADH7	-1.77512252369308	5.62726665235434	-49.1750642239698	5.35107815337502e-255	6.46305829646661e-253	573.688476096035
4451	TCEB2	3.71897079142898	10.8447739869099	48.7052632990709	2.61673560755551e-252	3.08525588776545e-250	567.501084174972
2839	LOC100130958	-1.35358348827432	4.49924434899338	-48.6462972571131	5.70356736285559e-252	6.56838734438625e-250	566.722542352337
1090	ARL4D	-1.77623673206256	5.45370425918111	-48.63560973148	6.56899413657389e-252	7.39310431007134e-250	566.581386175861
