genesym	logFC	AveExpr	t	P.Value	adj.P.Val	B
RPS14	2.80633226884533	12.7529382071407	45.2929633405551	1.50133911074609e-232	1.45629893742371e-231	522.039906133398
ELK4	-1.79048417227289	4.93334273113241	-44.9001456334026	3.21884183898013e-230	2.97359674648641e-229	516.676021706861
RPS19	2.84957366780943	12.7592352549624	44.7924827667802	1.40616398353324e-229	1.23998096729749e-228	515.202670180082
ZNF493	-1.43012442696488	4.72931830535348	-44.1381426937165	1.12888825690686e-225	9.52192703651874e-225	506.218464053035
PAWR	-1.47597054960303	4.96071961548803	-44.0824610327017	2.43182322515224e-225	1.96572377366473e-224	505.45160590955
ZFP37	-1.29935184999265	5.64641157074708	-44.0068095361169	6.90232704205025e-225	5.356205784631e-224	504.40913475639
ZNF192	-1.89307106912594	5.37967782320915	-43.9927783780824	8.37640678063549e-225	6.25008813632033e-224	504.215712615669
SMARCB1	-1.4686907733549	5.21501364016804	-43.6241056524233	1.36584956098479e-222	9.81388203077959e-222	499.125221863849
NANOG	-2.19398872284057	6.46782663566531	-43.5059592072044	7.01191929860395e-222	4.85825837117559e-221	497.490543249005
RPL6	2.28305244807229	12.0188780180433	42.7108121107083	4.41970297307117e-217	2.95662888543382e-216	486.446885717768
NDUFA13	3.13403626609037	10.7735415012607	42.4655957163866	1.35477554027435e-215	8.76088182710744e-215	483.026518857401
IKZF3	-1.76686059862317	5.35883273518541	-42.1606396990439	9.65140913641366e-214	6.03991410472339e-213	478.763398892698
UBA52	2.68072591368572	11.8438624054024	40.8739976832644	7.09080153068912e-206	4.29879842798028e-205	460.663300272471
ZNF235	-1.65880774108208	5.61819890084354	-40.8160458159573	1.61002824418251e-205	9.46501452640624e-205	459.843811795117
ZSCAN12	-1.71349255520276	5.08960564802928	-40.6587747110808	1.49318489386254e-204	8.51993733556862e-204	457.618058563115
ELL2	-1.50714165884142	5.83487756807848	-40.6088715314632	3.02884281802506e-204	1.67884430484817e-203	456.911262253813
PAX4	-1.16858953510959	4.79744449755061	-40.5428980117449	7.71847626073495e-204	4.15940109606272e-203	455.976451018911
MECOM	-1.90295252751181	6.04124263975826	-40.473120212706	2.07696831817669e-203	1.08900501007102e-202	454.987234514882
SLC26A3	-0.996003179300923	5.00560962759702	-40.3928706490193	6.48813157242512e-203	3.31236190802756e-202	453.848929031039
UBE2I	2.40327227370738	10.4300512593741	39.9677317987405	2.73977654101697e-200	1.36286320245459e-199	447.80729322421
ZNF391	-1.97598294453672	4.95554183354503	-39.9132030549699	5.95751224160847e-200	2.88939343718011e-199	447.031031975258
ZNF334	-1.40168205444073	4.56061856644184	-39.7062633738698	1.13901788259979e-198	5.38949924937461e-198	444.082303702494
NR2C1	-1.73988778895675	7.01811659855977	-39.6011723300443	5.10537792285995e-198	2.35819837389245e-197	442.583168330907
SOHLH2	-1.80799785523321	5.56157548264251	-39.5068995327087	1.96278152397595e-197	8.85533989886826e-197	441.237405545231
PADI4	-1.36551306117873	5.10079969630312	-39.4663753576174	3.50261979590918e-197	1.5443369100145e-196	440.658639704685
ZNF717	-2.00281483200546	5.85227441409734	-39.1739478650384	2.29887248625964e-195	9.91069471854157e-195	436.477323918053
ZNF141	-1.82923090066225	5.27340973048878	-39.1461468621859	3.42342094545054e-195	1.44379057264653e-194	436.079364975366
SIRT4	-1.08284510994569	5.32182941452635	-38.8196791384679	3.69682069689843e-193	1.51526270189328e-192	431.400446612026
NHLH2	-1.67054798448681	5.51638044313278	-38.8187009933132	3.74910359231328e-193	1.51526270189328e-192	431.386412267307
ZNF286A	-1.61633900216874	6.31284953473787	-38.7613849834883	8.53850208789284e-193	3.38054980622696e-192	430.563885242786
ZFY	-1.28212483870531	5.00946109967375	-38.6930020420191	2.28052957735509e-192	8.84845476013776e-192	429.582124592832
PFDN5	2.5997359818171	11.4844194183015	38.5850983922144	1.07563259297239e-191	4.09162202032633e-191	428.032058740521
SBNO1	-1.41183675275156	6.15728543157043	-38.4182490426544	1.18640436797667e-190	4.42620091129759e-190	425.63303425346
RQCD1	-1.30672059016078	6.00285068579427	-38.0275364493018	3.31190651734074e-188	1.21228276295114e-187	420.004969777886
ZNF440	-1.65484721848179	5.16845400864401	-37.9266253462893	1.42159865350447e-187	5.10722479221976e-187	418.549084393357
AGTR2	-1.62090045847694	5.19589202590194	-37.719696552677	2.82784294989748e-186	9.97457331418384e-186	415.560733377346
FEV	-1.87228047030426	6.65522862572679	-37.0777145857328	3.09789938091106e-182	1.07320085695847e-181	406.265307038626
ZNF695	-1.72694430117112	5.40676169769243	-37.0754948058302	3.1993529635627e-182	1.08890258759853e-181	406.233103959839
TFIP11	-1.48851558538558	6.85957418488597	-36.9770001894254	1.33726193827008e-181	4.47291062111026e-181	404.803786686013
ISL1	-1.77825241404253	5.24540188313793	-36.9577618396117	1.76841688237357e-181	5.81479449458428e-181	404.524510557784
MYEF2	-0.772084109816685	4.54289941169153	-36.9417545638796	2.23141052284809e-181	7.21489402387548e-181	404.292114850996
ZBTB39	-1.32829334461076	6.32708878585627	-36.8911252882573	4.65668824240112e-181	1.48097953938659e-180	403.556929858165
ANKRD1	-1.33988705112958	5.51802228220201	-36.7167793085931	5.87501668796024e-180	1.83831167332949e-179	401.023615146866
CIZ1	2.04439809035891	9.12113011213819	36.4961451539143	1.45815535961516e-178	4.49019269468794e-178	397.814107006471
NR4A3	-1.81455989766738	7.70976566309912	-36.460221811824	2.46074217691777e-178	7.459124723782e-178	397.291162896282
FOXF1	-1.54879725863676	5.45029813098772	-36.3738811906644	8.659035493216e-178	2.58438905489831e-177	396.033856654276
REL	-1.91406642608569	6.18842992202482	-36.3387017052664	1.44602686164803e-177	4.25044259332905e-177	395.521395384557
ELAVL2	-1.9795937004088	5.15366986674835	-36.2456635875904	5.6152562485122e-177	1.62591001822592e-176	394.165628473314
MTOR	-1.42149050449434	6.92147067007364	-35.9773143573867	2.82122506309515e-175	8.04878915059499e-175	390.251379984826
NR0B1	-0.867164315491277	5.24023479748031	-35.7976111154096	3.89881202529293e-174	1.09618772885047e-173	387.627046259464
ZNF442	-1.62840997701493	4.97801213271252	-35.7863959045124	4.59351930904346e-174	1.27306106564919e-173	387.463181237772
EIF3K	2.04364170489732	10.9495510216121	35.7685055690673	5.96694995531869e-174	1.63040604412933e-173	387.201766594273
ZNF643	-1.26269471812384	4.74119054003825	-35.4281339206733	8.69254818941721e-172	2.34215881770408e-171	382.223703819982
SCAND1	2.47954173521894	9.24797225327733	35.4166306715842	1.02878842960997e-171	2.73404048416897e-171	382.05531624483
BNC1	-1.13858036433494	5.91632183892948	-35.3514121364795	2.67484236283579e-171	7.01242457283977e-171	381.100450055712
BUD31	2.16932144655306	9.28938716988583	35.3065719157624	5.16041123947014e-171	1.33482637394294e-170	380.443766464858
SSX3	-1.6330758816485	6.55655883148892	-34.8530539707876	4.0044992945478e-168	1.02220113571352e-167	373.794107740424
WHSC1L1	-1.61917256049035	6.83505381533189	-34.6462755442606	8.35944478263912e-167	2.10614582835323e-166	370.75761720867
MEOX2	-0.7644133184738	4.40267046993011	-34.588242317065	1.96225800311454e-166	4.88048785390026e-166	369.90491069058
ZC3H13	-1.81956179207207	6.69852537809279	-34.4713177966161	1.09566823664694e-165	2.69062832796843e-165	368.186233231707
SNAPC3	-1.13027999080041	5.25732227185131	-34.4601590643549	1.291164980099e-165	3.13107507674007e-165	368.022165224571
ING2	-1.84645693763512	5.85850897266029	-34.3186505935022	1.03632376763977e-164	2.48205939410019e-164	365.94087449076
RGS7	-1.78577575903005	4.98526341295466	-34.2878627815812	1.63065136380792e-164	3.85788249486265e-164	365.487886240259
NEUROD4	-1.71795411710412	6.14867048307441	-34.2640420449336	2.31576677842869e-164	5.41275608452008e-164	365.137366270517
IL1RL1	-1.61275666343186	5.84527285390997	-34.2619620993358	2.387793680679e-164	5.51466635775864e-164	365.106758412449
SHOX	-1.52129828265891	6.57565314662993	-34.1046145050003	2.42449415997276e-163	5.533551376879e-163	362.790518695902
NR5A2	-1.19580278520458	5.56515689384955	-34.0613562753814	4.58645489050916e-163	1.03461889390556e-162	362.153475004334
SP4	-1.51994909814653	6.16921303564514	-33.7250396863908	6.5395011057462e-161	1.45823357990203e-160	357.1969982592
ZBTB44	-2.07678594431783	7.07163371422815	-33.7090366103325	8.28155783173835e-161	1.82570706745141e-160	356.960992977791
TH1L	2.44918679483481	9.67545965727941	33.7013096801053	9.2819224974177e-161	2.02325052190903e-160	356.84703504893
POLR2L	2.28765043676795	10.6919922041489	33.5928178909795	4.60435593616184e-160	9.92494501794886e-160	355.246636568222
ZNF132	-1.54301931657417	5.45588749576111	-33.4790154499262	2.47197464263317e-159	5.26992396341577e-159	353.567216915588
RUNX2	-1.2196380366417	7.29541385821957	-33.3088986154357	3.05243827546632e-158	6.43666332000507e-158	351.055480742923
PML	-1.70979059051933	6.12429210941442	-33.2919576059636	3.92093135844807e-158	8.17914713482715e-158	350.80526930284
EYA4	-1.1481077947392	5.40167250394223	-33.0547185014048	1.30874394509548e-156	2.70102473775025e-156	347.299851394779
RFXANK	2.48407062880506	8.25966062440552	33.0444121818993	1.5242822264448e-156	3.11274475716096e-156	347.147504320454
ZNF287	-1.57393308584114	6.52596601403376	-32.6891668230606	2.92804591509396e-154	5.91709278675238e-154	341.893294868423
PER2	-1.22879028074316	6.36181772298153	-32.3329034301201	5.74173826160271e-152	1.14834765232054e-151	336.618533947818
ZIC3	-1.49321699023096	5.85984952172105	-32.2463101875234	2.07293763685514e-151	4.10357042397855e-151	335.335684897835
TBX19	-1.5656674807394	7.06111098117019	-32.2370650734984	2.37749511281426e-151	4.65892981702997e-151	335.198704831698
RPL27	1.71611361024593	12.6899016556937	32.1926824644253	4.59133090487843e-151	8.90718195546415e-151	334.541066053476
PRDM13	-1.31368642870924	5.22644384503106	-32.1686188087229	6.56023301726686e-151	1.26008436173245e-150	334.184472504007
ETV1	-1.6108272230568	7.75224749967257	-32.1474384974033	8.98126820362674e-151	1.70820199167018e-150	333.870588915646
PREB	1.67628195397173	8.90897136816711	32.0801507443745	2.43653665494387e-150	4.58920496173894e-150	332.873303766973
ST18	-1.34229793241676	4.91196456192832	-31.7904725786201	1.79278655732233e-148	3.34423646269742e-148	328.578135244857
RREB1	-1.47815826470156	6.55295864363526	-31.7795313740722	2.10892072625649e-148	3.89648210375009e-148	328.415851561609
ZNF770	-1.0849282283258	5.51723458359871	-31.7386378092118	3.86983383105069e-148	7.08252606814938e-148	327.809270888209
RPS27A	1.54468854088078	11.9894513716263	31.3236494784136	1.83763403626562e-145	3.33178507509841e-145	321.650909837868
ERCC6	-1.07824236016108	6.15347499884725	-30.8627953381029	1.73335681446556e-142	3.11362242598443e-142	314.806859589007
IKZF2	-1.25112192977041	6.20250692646821	-30.833676141438	2.67243075099517e-142	4.75643638250516e-142	314.374269091782
KLF8	-1.047920188337	5.21966162553376	-30.7562575931657	8.44928495284466e-142	1.49014661895624e-141	313.224076981025
HSBP1	2.36817186650669	10.0921957551731	30.7257701325847	1.32953201816782e-141	2.32368659031132e-141	312.771102582721
CHD2	-1.18801492392443	6.8311389424182	-30.5920112984532	9.71744141796083e-141	1.6831996741825e-140	310.783575281952
ZFP2	-0.945726162558326	5.0025457358051	-30.5787560660826	1.18349017783159e-140	2.03183269468432e-140	310.586600676323
CHD7	-0.935756522829901	4.80132408126314	-30.5549542669274	1.68615790594667e-140	2.86942661187415e-140	310.232896376813
MYNN	-1.50374199839213	7.38683964402931	-30.3266063967277	5.03434693831358e-139	8.49272440028552e-139	306.839187662668
POU4F2	-1.13491323498324	5.18132410388748	-30.3227157861778	5.33430016443972e-139	8.92115717156298e-139	306.781360197674
IRF3	1.68829108820508	8.78626171130405	30.2708593057541	1.15369182158883e-138	1.91295908878832e-138	306.010585361714
DMC1	-1.44261307121452	5.80259642601319	-29.9645360587	1.09966299574215e-136	1.80792051842353e-136	301.457074769862
NEDD8	1.35126448287296	10.2788490156396	29.8601876946834	5.19418170744729e-136	8.46782564071239e-136	299.905812983693
PSMD9	-1.40821577789211	7.01293575852675	-29.8070315328261	1.14550693278473e-135	1.85190287466864e-135	299.115571357605
PRDM5	-1.06812815442938	6.51233896909322	-29.7420586171319	3.01188924884864e-135	4.8289794568317e-135	298.149650280298
EN2	-1.17784109905605	6.39807669173872	-29.6398446389541	1.37825210407315e-134	2.19164678844418e-134	296.630079920942
NEUROD2	-1.44324768066924	6.77292812359349	-29.5227060091649	7.87511339163683e-134	1.2420910552663e-133	294.888645415279
HMGA2	-1.62266170895327	6.09509902420379	-29.4853187441503	1.37354884658338e-133	2.14893932449335e-133	294.332837240011
ZNF208	-1.19126444352248	5.31826926098478	-29.4379239128089	2.78032285081348e-133	4.31506106446251e-133	293.628261611592
SUB1	2.84527874050382	10.3318665327076	29.4112725576193	4.13339306551419e-133	6.36411313261709e-133	293.23206457736
ZNF280A	-1.04599444957071	6.77788640991001	-29.2251914545037	6.58645795530223e-132	1.00612034907766e-131	290.46591305427
NR1I2	-1.02066215575062	6.25869499484273	-29.1350212059895	2.51907522502449e-131	3.81797338792774e-131	289.125600364467
SOX5	-0.972889976259257	5.6497637664516	-29.1056870204591	3.89728764455147e-131	5.86103723289136e-131	288.689586389757
ZNF484	-0.785865224919057	5.3911953286628	-28.9763767872793	2.66784436413353e-130	3.98124466647619e-130	286.767672443482
NEUROD6	-1.03120922329066	6.54887323931735	-28.9712180259542	2.88062392983464e-130	4.26596215563298e-130	286.691002865354
PCBD1	2.16288658274168	8.69057705677317	28.5383805936237	1.79910703704181e-127	2.64414216050084e-127	280.259624293009
NR1H4	-1.2077357954346	5.78870983172255	-28.5222072991477	2.28816969350907e-127	3.33763098150946e-127	280.019377027306
C21orf66	-1.23726151476286	6.29827284246393	-28.4429071992655	7.43868809603882e-127	1.07694439599368e-126	278.841489823384
KDM5D	-1.18209570351602	6.45862679589345	-28.3840349500012	1.78472815751579e-126	2.56472046339307e-126	277.967119898484
THAP7	1.59896958941436	7.67267773895546	28.2655262441928	1.03884590765127e-125	1.48188313297314e-125	276.207283455992
RORB	-0.851867565109753	5.38234128220197	-28.2548321974801	1.21779547488461e-125	1.72446950458112e-125	276.04849596431
VDR	-1.07834073936172	8.06182887808257	-28.0383354910876	3.03834494532692e-124	4.27129651734364e-124	272.834584532587
ZNF780B	-0.520861244857563	4.42011531353053	-27.7442630912945	2.39506981348107e-122	3.34275930802394e-122	268.471383268756
IAPP	-0.902729140429959	5.66154177401695	-27.7416966474508	2.48808637742686e-122	3.44777683729151e-122	268.433317621089
NR2E1	-1.25670055097131	6.26366266833621	-27.4274375338872	2.63787030270537e-120	3.62941020372228e-120	263.774129260177
OLIG2	-0.63890399771155	6.2459420371518	-27.2814187105377	2.30008294050717e-119	3.14236683421403e-119	261.610667139276
CSNK2B	1.2345882981864	10.6767556038993	27.2570288842972	3.30214099501424e-119	4.47982764358575e-119	261.249393531082
ZIC4	-0.733575518046842	5.50750212216014	-26.6863097740144	1.54934235677525e-115	2.08730845287777e-115	252.804214835546
ATF7	-0.997785145505815	5.85488387062416	-26.2437803865968	1.07476701801457e-112	1.43796414824018e-112	246.268963317542
AES	2.10445273074994	9.0788819521924	25.8352981437493	4.45415547394707e-110	5.91853535579269e-110	240.248520049867
DPF2	1.3858713333838	8.86384392073454	25.8221035939457	5.41031490203507e-110	7.14014347615513e-110	240.054262317307
TFDP3	-0.943244254607652	6.21066596015298	-25.7776370174542	1.04185103080368e-109	1.36566959443185e-109	239.399701921021
ATXN3	-0.651974649873463	4.72397742098902	-25.6789829558724	4.45595542209694e-109	5.8017137710524e-109	237.948057626022
ASCL3	-1.31989988593491	7.06204801985566	-25.6722144189479	4.9229989470207e-109	6.36707863814677e-109	237.848491343307
ZNF26	-1.4707515240195	7.93824853216809	-25.5783221296261	1.96136643492305e-108	2.51990124751703e-108	236.467716166315
DPF3	-0.9887520226427	7.00203832925573	-25.0782230095757	3.05109192768503e-105	3.89415680244011e-105	229.126465531019
HIST1H3E	-1.44923312513716	6.73465396416638	-25.0443203506107	5.01736310311455e-105	6.36188524185766e-105	228.629639719425
RBBP4	1.60776543799404	9.50172737741487	24.9869786846389	1.1634102784395e-104	1.46559476634587e-104	227.789586774145
CLOCK	-0.722644733607268	6.17547614414048	-24.6775423083055	1.08217991091243e-102	1.35447034010975e-102	223.262180703557
ZNF507	-1.72864300250663	6.67367982322616	-24.6630290329625	1.33820613591661e-102	1.66417942543476e-102	223.050084125555
GRM6	-1.38432014175188	6.76142288230131	-24.4807544873719	1.92275564754741e-101	2.37588914410317e-101	220.388311038714
ZIM2	-1.32798479185667	7.26463537834352	-24.3837451565344	7.92964792098484e-101	9.73640314348772e-101	218.973207061865
LIN28A	-1.02617232047481	5.52115180593068	-24.2544458524223	5.23197785619834e-100	6.38367109498414e-100	217.088789571406
ZNF593	1.50777922175675	8.17603610936029	24.1248280929566	3.46123954506935e-99	4.19675294839658e-99	215.201747026538
NKX3-1	-1.07367489745963	6.80619197116666	-24.0677883557268	7.9441930617944e-99	9.57250592539201e-99	214.371988192573
ARNTL	-0.954845550053124	8.56652048499755	-24.0180962159342	1.63774581224166e-98	1.96125115786964e-98	213.649447354926
MYF6	-0.95512861826766	5.41868413453322	-23.9540161803044	4.16118996326738e-98	4.9525819194716e-98	212.7181641496
ZBTB25	-0.928685459963115	6.76634811612362	-23.8485423693913	1.92882600090918e-97	2.28166002546574e-97	211.186453302036
TCF20	-1.22531195518067	6.96775670328963	-23.6533621608631	3.28249798588541e-96	3.85942187431375e-96	208.355895461966
ZNF215	-0.897802691830415	6.60689891871411	-22.7909105441168	8.45548217764163e-91	9.88170808712336e-91	195.913979798161
KLF7	-1.50659478643672	8.39317132028107	-22.7799376747149	9.90063833848573e-91	1.15013403453068e-90	195.756423244079
ZNF804A	-0.646591797375046	4.64154382652041	-22.6803046781211	4.14453033072059e-90	4.78594573904639e-90	194.326725423043
NHLH1	-0.760652199704736	7.80413054334291	-22.4892529816287	6.42443929981359e-89	7.37480014298128e-89	191.589856649987
CCRN4L	-0.802583819428071	6.83656946796678	-22.199853920256	4.03428874459989e-87	4.60383539089634e-87	187.456214340434
LHX3	-0.97025427596509	8.30583416294768	-22.1989617615459	4.08601247471916e-87	4.63559309997378e-87	187.443494324536
JUNB	2.25182196735448	9.59085900591575	22.1641398146882	6.71736243246456e-87	7.57655995289608e-87	186.947131378473
PHOX2B	-0.861620748637794	6.32899067912265	-21.9559365789681	1.3063687956325e-85	1.46494535463992e-85	183.984019152325
KDM1	1.0925311558531	8.98818106492996	21.7950578083993	1.28693743343469e-84	1.43486127635822e-84	181.700046279534
ZNF536	-1.06847336353251	6.52956476039284	-21.6166468621832	1.61724005073512e-83	1.79282611338636e-83	179.173090541118
PHB	2.39472137052014	8.65467632391408	21.515255434562	6.79580016334723e-83	7.4908251800532e-83	177.739858747613
HIST1H3J	-0.811337947628634	7.0644878467354	-20.9575726653667	1.7575210247819e-79	1.92632247913949e-79	169.895263740792
EYA1	-1.12033400701507	6.47886252167207	-20.7035999647244	6.15568125576447e-78	6.70900091920397e-78	166.345522740574
HMG20B	1.67078638771321	8.20583761765791	20.6870461178717	7.75740011468775e-78	8.40746157681242e-78	166.11466790769
NR1H2	1.15003513882131	7.67764646301548	20.5331282307551	6.64172945731204e-77	7.15830841510297e-77	163.971266563386
MAZ	1.26181627492265	9.06448515086435	20.5229855178392	7.64978665131823e-77	8.1992188417444e-77	163.830220816577
FOXE3	-0.475355309928042	5.82844637055381	-20.3854713876615	5.18347040367175e-76	5.52523768303473e-76	161.920383799855
SSRP1	1.47760878593032	8.36658932146976	20.0888265587333	3.16487120123373e-74	3.35510936087073e-74	157.816386225065
UBTF	1.04021046984175	7.98191001713603	19.6109204550059	2.27354776061e-71	2.39711013890403e-71	151.252469966625
IL10	-0.495312377655059	5.45881950436249	-17.9556592496824	1.07171550883006e-61	1.12385302007044e-61	129.029094837021
TAF12	1.18380223717186	7.39066065651198	17.5975456128371	1.1825756047769e-59	1.23343907164902e-59	124.3375560267
MED28	1.38052261646796	7.62517872673399	17.5302716444627	2.84712986839928e-59	2.95370692229658e-59	123.461256242622
DEAF1	0.986501923475125	7.61825198340388	16.8204109820379	2.73567993777478e-55	2.82298887195908e-55	114.316311408684
YLPM1	-0.780002609050528	7.90310312356473	-16.349301115528	1.08139718514863e-52	1.11000557629012e-52	108.354663869767
THAP4	1.03412249584135	8.45305952041903	16.3397587203839	1.21951653903368e-52	1.24519057143439e-52	108.234836866546
HOXA11	-0.812908383802791	7.3884064691091	-15.2083702877231	1.43421921440457e-46	1.45674621777218e-46	94.304289223026
ZNF480	-0.330818877244773	5.67418707573577	-11.4612901277036	1.88794309046247e-28	1.90760916432145e-28	52.7895275156979
INSM1	-0.986090431452229	5.38376969513494	-7.71733372216805	3.20675266559758e-14	3.22336796438306e-14	20.3520425665285
ZIC1	-0.319545612927303	6.3600081957671	-2.28198294190605	0.0227273605436547	0.0227273605436547	-5.88810576984805
