ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
1059	SIRPB1	-1.70361715627616	6.57915807602622	-42.5780468572646	2.8723374764795e-216	8.13606289849309e-215	484.566870248552
557	EMR3	-1.78477122969446	5.86633951209622	-42.5711166183175	3.1640816539837e-216	8.75875330580033e-215	484.470191853931
306	222355_at	-1.90393185073898	5.64067492148545	-42.4573276583994	1.55021635392342e-215	4.19591893128607e-214	482.882031918216
830	MMP27	-1.53641500427016	5.92045219290031	-42.4365238802372	2.07318781833684e-215	5.48944078855277e-214	482.591513794571
878	NRXN1	-2.20430655558443	6.29253287936758	-42.4116034655034	2.93693578960169e-215	7.61103785475502e-214	482.243443779582
490	CTAGE1	-1.78324517672386	5.12122110418464	-42.3811245803543	4.49706388646805e-215	1.14112996119127e-213	481.817641817051
63	207477_at	-2.17659701833702	5.46075100311696	-42.3285679796446	9.3778291217054e-215	2.33106038168106e-213	481.083159413663
268	217699_at	-1.74435255723989	5.46657890840244	-42.2581426070401	2.51190524733891e-214	6.11900118251758e-213	480.098471903089
1186	USH1C	-2.4493867621413	6.32536116749103	-42.1369651459683	1.37036811591063e-213	3.27276150035127e-212	478.402864559655
697	IKZF3	-1.76686059862317	5.35883273518541	-42.1245738194709	1.63013827924879e-213	3.81828543100967e-212	478.229382905066
195	216529_at	-1.64707060650801	4.81844602936369	-41.9985815822951	9.53164057382364e-213	2.19047890922966e-211	476.464485530825
305	222342_at	-1.18519183134027	4.70191394692417	-41.9168889301922	2.99819573319053e-212	6.76259704264087e-211	475.319189788663
865	NLRP3	-1.40829750946653	4.69864816011081	-41.8388731486031	8.96298309883544e-212	1.98489334806938e-210	474.224749359743
90	211106_at	-2.23192976377008	6.09982493224389	-41.7183717567939	4.87099395841841e-211	1.059441185956e-209	472.532975599099
221	216790_at	-1.45820586828624	6.23550762287339	-41.5109316216938	9.01187724967826e-210	1.92569587545757e-208	469.616875190173
837	MTMR8	-1.8322464490694	5.30804203320848	-41.498468689268	1.07402271236542e-209	2.25544769596739e-208	469.441526216806
318	ADAM5P	-1.94469797637619	5.52795900369818	-41.4585433661081	1.88436965940699e-209	3.89010550026732e-208	468.879676657024
879	NSUN7	-1.58225447456678	5.70682684103246	-41.3203702045709	1.32041743265761e-208	2.68044738829496e-207	466.933887627779
1074	SLC24A1	-1.95946870946756	5.99524428785717	-41.0732829684253	4.31518910748572e-207	8.61623005396329e-206	463.449164599857
366	ATXN3L	-2.14470050711682	5.20468236196702	-41.0601883476261	5.19195657588467e-207	1.01996824345605e-205	463.264303981593
311	ABCC9	-1.89693436567222	6.55552220934341	-40.9836590726097	1.53099458349792e-206	2.95992286142932e-205	462.183547936577
568	FAM12A	-2.67776477100538	5.6017606802822	-40.960944470312	2.11067145864581e-206	4.0168716197353e-205	461.862648123218
558	EPAG	-2.22855251157401	5.65555437260539	-40.9187480113309	3.83294317105196e-206	7.18234581898659e-205	461.266371840603
151	215801_at	-1.66519546725212	4.87985180208214	-40.9145301865975	4.06852448492686e-206	7.50827700400138e-205	461.206759438173
507	CYP3A7	-1.82170986766394	5.81877085710077	-40.8951417796797	5.35211076152033e-206	9.72965807094293e-205	460.93270986822
1193	VPS13C	-1.884396721881	6.08154980612245	-40.8700518506034	7.63236816862699e-206	1.36709182785113e-204	460.578011102459
1133	TAS2R13	-1.31861536275134	5.88277482634865	-40.8089998450319	1.81067500954319e-205	3.1962350168458e-204	459.714631468404
113	214842_s_at	-1.87402220117697	5.51783027637947	-40.8049510463043	1.91746566544103e-205	3.33639025786739e-204	459.657360447822
126	215405_at	-1.9577806728193	5.09127953949978	-40.735646345192	5.11500857942197e-205	8.77476119681122e-204	458.676761103162
555	ELL2	-1.50714165884142	5.83487756807848	-40.5651430757294	5.72963640389365e-204	9.69263491658676e-203	456.262118038576
384	BUB1	-2.33783870597105	5.84629304334028	-40.5223598694344	1.05105569839247e-203	1.7536792337562e-202	455.655744894082
55	PAX4	-1.16858953510959	4.79744449755061	-40.4719010076807	2.15033460066868e-203	3.49214339148594e-202	454.940335121186
913	PAX4	-1.16858953510959	4.79744449755061	-40.4719010076807	2.15033460066868e-203	3.49214339148594e-202	454.940335121186
49	MECOM	-1.90295252751181	6.04124263975826	-40.4451979194834	3.14103404815695e-203	4.96854476708463e-202	454.561628026139
821	MECOM	-1.90295252751181	6.04124263975826	-40.4451979194834	3.14103404815695e-203	4.96854476708463e-202	454.561628026139
181	216287_at	-1.93398710753389	5.48159131739838	-40.3826193946108	7.63591458484151e-203	1.19237743132525e-201	453.673836424253
213	216753_at	-2.0517969263037	6.42863354283834	-40.3650341730986	9.80175390356601e-203	1.51120712082828e-201	453.424283655616
767	KRT38	-1.69344172243472	6.91503220045663	-40.3378856673959	1.4412789739439e-202	2.19434723782958e-201	453.038954166882
253	217375_at	-1.2561648777333	4.95522145825807	-40.1810375507406	1.3390527312628e-201	2.01353855145444e-200	450.811238227667
77	208360_s_at	-2.12163105396209	6.61536113155304	-40.1200567527302	3.18760871191366e-201	4.73476513550101e-200	449.944435316218
127	215408_at	-1.81761878099249	5.73237360275929	-40.0883244611132	5.00651939918804e-201	7.34691641953136e-200	449.493228510934
1033	SCAMP1	-2.46880253598196	5.81061624763108	-40.0617935356931	7.30302533380807e-201	1.05893867340217e-199	449.115900753973
292	221202_at	-1.23484444158413	4.95114909780457	-40.0475445978452	8.94493943910772e-201	1.28175720433332e-199	448.913219649608
929	PEX5L	-2.22268852464865	5.66659337478969	-39.9883259159396	2.07832575643595e-200	2.94348926899883e-199	448.070650895525
133	215477_at	-1.78792853373271	5.82931610334781	-39.9630279500175	2.97970536483581e-200	4.17158751077014e-199	447.710598887136
1015	RIT2	-1.54388720616946	4.82907369396286	-39.9590010026987	3.15559548128363e-200	4.36763101841302e-199	447.653279483435
158	215885_at	-1.84215287510046	5.91790689981851	-39.8483378077825	1.52704939320046e-199	2.08982714709906e-198	446.077451903361
1058	SIKE1	-1.72475174163933	5.5886798891828	-39.8277732005289	2.04722099164368e-199	2.77057240869111e-198	445.784476556441
1066	SLC17A1	-2.05052373797105	6.16762256240051	-39.7671509503437	4.85931463978561e-199	6.50400574863613e-198	444.92056516898
400	C6orf10	-1.7904996191863	5.1960075149361	-39.5911287022605	5.99147952661764e-198	7.93219789502205e-197	442.409999203795
403	C7orf64	-2.25181654155029	6.67856751200889	-39.5750286013927	7.54029178565857e-198	9.87534988702381e-197	442.180210282533
907	OTC	-2.69562991551961	5.999100051761	-39.5741163269319	7.63917553504968e-198	9.89842106562821e-197	442.167189048076
274	220405_at	-1.34903824805788	4.7752083553404	-39.3985899311881	9.38464281604521e-197	1.20320999473085e-195	439.660275703546
177	216168_at	-2.00386435916135	6.32233366237834	-39.3165009400043	3.03632326791624e-196	3.85233514616873e-195	438.486799422694
528	DMD	-2.21625677774103	6.20216261465094	-39.2599198636894	6.82330931538124e-196	8.56782551147872e-195	437.67757204562
1135	TAS2R4	-1.65825432242279	5.954116001994	-39.2091466123427	1.4114469890166e-195	1.75422697206349e-194	436.951137876522
167	216002_at	-1.71415424876511	5.93590408624684	-39.2049559489927	1.49873170551663e-195	1.84389415890834e-194	436.891168880862
314	ACSBG2	-1.9825347943933	6.80894907121702	-39.1963164159273	1.69609652006799e-195	2.06584556144281e-194	436.7675304298
618	GP5	-1.52540757441168	5.1221834245583	-39.1898028669596	1.86190919165577e-195	2.24535187667003e-194	436.674311581759
640	GULP1	-1.7833357441428	5.86670766389605	-39.1615013555461	2.7924635784751e-195	3.33453003782615e-194	436.269224927086
1213	ZNF717	-2.00281483200546	5.85227441409734	-39.1507899281371	3.25551090729353e-195	3.84972066512963e-194	436.115888917384
688	IFNA16	-1.72181825196431	5.36098726204845	-39.140498482104	3.7726184820114e-195	4.41831664527874e-194	435.968554343213
794	LOC51145	-1.8412657924795	5.13990112945224	-39.1339155875285	4.14569999733491e-195	4.8090119969085e-194	435.87430671391
531	DNAH3	-1.57678734610154	4.78968288963043	-39.1271557251738	4.56726046385299e-195	5.24804079714428e-194	435.777520978531
1025	RPS6KA6	-2.42448280175465	6.11377625639338	-38.9106666571684	1.01769965609699e-193	1.15846558983751e-192	432.675519681733
780	LEPR	-1.62475840291802	5.93458827143338	-38.9097409460757	1.03130666004126e-193	1.16308473326876e-192	432.662245625096
596	GABRA3	-2.03950591049216	5.53602300886322	-38.7932264823842	5.49148209302854e-193	6.13635338468693e-192	430.990843850695
170	216072_at	-1.32871854107984	5.69229342119788	-38.7213949170272	1.54078386314638e-192	1.7060679502839e-191	429.95976391378
202	216643_at	-1.41304389868279	5.03631282692432	-38.6386029065163	5.06323348822768e-192	5.5558724222174e-191	428.770739825781
208	216728_at	-1.49673208548358	5.34475022394163	-38.6277264576771	5.92006756582779e-192	6.43807347783772e-191	428.614487940831
376	BMP15	-2.0310588672042	6.3182854043399	-38.6090327252872	7.74529648273672e-192	8.34847001413568e-191	428.345905901994
892	OR1A1	-2.05830104353756	6.3005090318391	-38.5716094767077	1.32656295453091e-191	1.41732778826198e-190	427.808127282465
919	PCNXL2	-1.78380042428893	6.36622847829723	-38.4865211121849	4.51106339760693e-191	4.77780453763934e-190	426.584895625423
388	C10orf12	-1.15254891901739	6.18300086069382	-38.3963401682553	1.65184631442322e-190	1.73443863014439e-189	425.287702753951
189	216437_at	-1.85174873932475	5.12203116984981	-38.3547623607186	3.00587560342893e-190	3.12919357690294e-189	424.689374837037
973	PRO2012	-1.36548776255943	5.35027142673448	-38.3493599155384	3.24907459510284e-190	3.35370581087734e-189	424.611618671835
675	HSD3B2	-1.62658757506675	6.25962495633316	-38.3092384307714	5.79068636191069e-190	5.92693780572035e-189	424.034073387327
505	CYP2C8	-1.21781077877525	5.27579361340682	-38.2624791281443	1.13580700583702e-189	1.15284411092458e-188	423.360786670596
496	CYLC1	-1.52788061791304	6.19111638427628	-38.2569188022599	1.23055663699753e-189	1.2386925486471e-188	423.280709972804
440	CDH10	-1.79050201269135	5.43289893862778	-38.2430144214558	1.50356457477842e-189	1.50109971481977e-188	423.080454216459
413	CBLN1	-1.66368116981382	5.42247488439632	-38.185341945293	3.45261906444899e-189	3.41893497601534e-188	422.249642349973
1143	TEX15	-1.57127179986977	5.71025071317551	-38.1362346496598	7.00912473352331e-189	6.88476929470273e-188	421.541973719722
474	COL1A2	3.58072393083922	12.955523172013	38.1238683979302	8.37756717648393e-189	8.16310145676594e-188	421.36373255363
1000	RAVER2	-1.13645117590202	5.31054833049377	-37.9862418896833	6.10288661357002e-188	5.89945705978436e-187	419.379096616702
62	207471_at	-1.09371713285361	4.87074644398563	-37.8332618384717	5.55968954314586e-187	5.332048711458e-186	417.17101540913
304	222340_at	-2.10995549759224	6.17763522173531	-37.7304200611949	2.45816276035393e-186	2.33909550164928e-185	415.685423072178
247	217259_at	-1.60659540099231	5.7071709806175	-37.626018620772	1.11271794394687e-185	1.05061275637775e-184	414.176325585686
285	220881_at	-2.10016561402994	6.79335362445782	-37.6115207345331	1.37241021389657e-185	1.28584280040463e-184	413.966684892901
329	AIF1	-2.15728048729288	6.85066011262525	-37.5868247809534	1.96192371978057e-185	1.82413976388758e-184	413.609536032506
341	ANKRD34C	-1.13774981696028	5.87101366402285	-37.5724921462472	2.41415056847206e-185	2.22760256999922e-184	413.402234853633
1026	RRH	-1.67136905149418	6.29923228739791	-37.5716344739346	2.44430374633113e-185	2.23846764137693e-184	413.389829262825
972	PRO1768	-1.93872411341759	6.38303388405391	-37.5677566941253	2.58540721484774e-185	2.35001939379444e-184	413.333739250073
614	GML	-2.04744490555646	7.05356569564768	-37.5147003918277	5.5727906948498e-185	5.02789560468671e-184	412.566173863182
165	215969_at	-1.42940030220029	5.43327124791438	-37.4803348009181	9.16586454096843e-185	8.20884044919085e-184	412.06887366549
192	216467_s_at	-1.81566232093596	5.97668421422254	-37.2992096536574	1.26441078545209e-183	1.12412579319755e-182	409.446114649406
936	PHF8	-1.98219189914529	5.82871248517517	-37.2598039815759	2.23877507025111e-183	1.97596234461294e-182	408.875125695578
310	AAK1	-1.39461964842633	5.4922262499915	-37.2402615392003	2.97223706454576e-183	2.6044494565588e-182	408.591905240801
1119	STATH	-1.74740338598243	5.0616861408949	-37.196185946034	5.63264543918245e-183	4.90040153208874e-182	407.953014510906
1212	ZNF695	-1.72694430117112	5.40676169769243	-37.0494676190166	4.73593133077947e-182	4.09103855382226e-181	405.82507579731
1070	SLC18A1	-2.21525401777368	6.09429301883012	-36.9845743507051	1.21520961390717e-181	1.04234176742179e-180	404.883304415438
163	215958_at	-1.53051144544839	5.59991537069235	-36.9519106857589	1.95299758658035e-181	1.66308841291021e-180	404.409133613133
1048	SERPIND1	-1.2193095072729	5.48580513426751	-36.9514464441461	1.96621290196281e-181	1.66308841291021e-180	404.402393674207
48	ISL1	-1.77825241404253	5.24540188313793	-36.9333321205627	2.55809961869801e-181	2.13408584628368e-180	404.139392593536
715	ISL1	-1.77825241404253	5.24540188313793	-36.9333321205627	2.55809961869801e-181	2.13408584628368e-180	404.139392593536
1200	ZBTB39	-1.32829334461076	6.32708878585627	-36.8490355250444	8.70803353118423e-181	7.21522778298122e-180	402.915129758437
506	CYP3A43	-1.35080398108792	5.19075659237465	-36.7525177156751	3.54299287391785e-180	2.91578737867023e-179	401.512642892888
1023	RNH1	-1.4565370338202	5.47324726860709	-36.7474271800159	3.8152521503924e-180	3.11877659005231e-179	401.43865145373
1182	ULBP1	-1.30860736882554	6.11419473429676	-36.7456776587117	3.9135765398137e-180	3.17782415032873e-179	401.413221491017
513	DCBLD2	-1.83781048043268	6.34698397069947	-36.6840575260649	9.59088233688406e-180	7.7362216465727e-179	400.517387226033
1190	UTS2	-1.38076657231061	5.0210491943344	-36.6174161613372	2.52940637199297e-179	2.02685326387332e-178	399.548200986303
1110	SPTA1	-1.40890519389796	5.18464956798928	-36.5834685219147	4.14593013407926e-179	3.300485557718e-178	399.054349421304
788	LOC100131613	-1.46265408278488	5.45433905705718	-36.5031736152473	1.33468083964215e-178	1.05561120953516e-177	397.885888280129
480	COLEC10	-1.46194461826543	6.09031955478831	-36.4853673380485	1.72985111402022e-178	1.35932816572686e-177	397.626698070434
96	211460_at	-1.96057385351624	5.36535666017401	-36.4830816470957	1.78841119103851e-178	1.39633642992622e-177	397.593425427415
1134	TAS2R16	-1.63843475528022	5.91214891951657	-36.4666788780377	2.27107878025038e-178	1.76189423843628e-177	397.354639041515
943	PKP4	-1.90425233539641	5.68404154286401	-36.4077672234834	5.35782666590322e-178	4.13027397409501e-177	396.496842178826
843	MYL1	-2.28493255146925	6.56286998444762	-36.3874371979066	7.20531105570089e-178	5.51954016719729e-177	396.200757170168
302	222298_at	-1.42104166360783	5.74793037620822	-36.3603836282616	1.06878658269107e-177	8.1361378607358e-177	395.806699463893
464	CLDN18	-1.80211459155135	6.25151938429648	-36.3220201325285	1.86964999010164e-177	1.41443086207689e-176	395.247802768636
905	OR7E24	-1.12610110753896	5.4821190197924	-36.2560005881711	4.89589980278261e-177	3.68099133320322e-176	394.285725465081
1184	UMPS	-1.28701968073485	6.50342962283947	-36.2113422691688	9.39115565263226e-177	7.01744023613871e-176	393.634740913324
1136	TAS2R7	-1.13292079583721	5.34660244106954	-36.1873479796772	1.33271820608954e-176	9.89787057937229e-176	393.284910962716
866	NMBR	-1.76452452984906	5.4233990100751	-36.1841113599884	1.39715926401227e-176	1.03135756579815e-175	393.237718490841
673	HRH4	-1.52058718657249	5.58261012648609	-36.0579437518827	8.80920234481909e-176	6.463619551801e-175	391.397455202455
1003	RBMY2FP	-1.35309229837214	5.43315002802895	-35.9901078193867	2.37205891945843e-175	1.73004057718585e-174	390.407497427027
442	CDH17	-1.5719123801031	6.76438902934369	-35.9633710985192	3.50527257143073e-175	2.54132261428728e-174	390.017219769638
316	ACTA2	-1.66176183538272	6.34318661841748	-35.9309352149563	5.62990628817714e-175	4.0575300940827e-174	389.543677281105
677	HTN3	-1.00819053876689	5.03222677895628	-35.9287945465799	5.80875697185344e-175	4.1618035245397e-174	389.512422096902
214	216761_at	-1.6866431764349	6.49808877907128	-35.8535035839332	1.7453549814435e-174	1.24318267099309e-173	388.412901176831
1175	TTC22	-1.84476112345974	6.78635704283344	-35.8529547670955	1.75941091537846e-174	1.24590842728545e-173	388.404884876527
1129	TACC1	-1.65862928312042	5.81056034635233	-35.7289074522253	1.07891917744088e-173	7.59608993134678e-173	386.59240178109
422	CCT8	-1.37203770395293	5.52411002071498	-35.7276415973003	1.09907894208686e-173	7.69355259460803e-173	386.573900122164
1098	SMPX	-1.68646967676059	5.69591557533434	-35.4312831436602	8.40907053621605e-172	5.85271309320637e-171	382.239077525015
278	220701_at	-1.7438889256175	5.90038335748498	-35.4233744397649	9.44182163125485e-172	6.53416974253887e-171	382.123309236418
894	OR1D2	-1.53428387421015	7.6408237466613	-35.4196907332765	9.96526307272361e-172	6.8574522161454e-171	382.069385281252
1197	WRNIP1	-1.09270423344869	5.86647819684121	-35.3310137398174	3.65353804205884e-171	2.50000524450993e-170	380.770992086032
1047	SERPINB4	-2.33424627839707	4.90846595932226	-35.3080279426076	5.11688130417706e-171	3.48176616116629e-170	380.434346143207
728	KCNJ10	-1.54375108560861	6.65683334020104	-35.2832637595462	7.35586622298857e-171	4.9774694775556e-170	380.071612188233
747	KIF5A	-1.96525406228706	7.70712112027404	-35.2824243067768	7.44693259575065e-171	5.01125077437806e-170	380.059315520636
324	AFFX-hum_alu_at	1.91035811007889	14.0144494557333	35.229804632419	1.61055429337778e-170	1.07783248864513e-169	379.288420173271
888	OPRM1	-2.30177847713443	6.51214518714622	-35.1718932527504	3.76496309348082e-170	2.50586068189051e-169	378.43977412142
198	216545_at	-1.54702196032273	6.88843507880968	-35.1181218108099	8.28464890606238e-170	5.48407737368695e-169	377.651585574174
782	LGALS14	-1.73391205183171	6.39428735455709	-35.1152261882095	8.64412696712258e-170	5.69110629511098e-169	377.609135464191
672	HRG	-1.85825209987392	6.71846508725496	-35.1101602803369	9.31097000498095e-170	6.09718358390688e-169	377.534867360506
92	211193_at	-1.20700784811699	5.54493170034339	-35.1015102213714	1.0570714754202e-169	6.8850965618278e-169	377.408050147052
730	KCNMB2	-1.47664299562523	6.85136934934511	-35.0272324604432	3.1435464075877e-169	2.03661676832012e-168	376.318862290899
653	HECW1	-1.54844629442816	5.36407232677616	-35.0051382548005	4.34751725121948e-169	2.80173333967478e-168	375.994805971235
903	OR7C2	-1.38785266940616	7.03444372566372	-34.9546490799164	9.12216280511948e-169	5.84778647191344e-168	375.254154711853
338	ANGEL2	-1.19757950851801	6.06497310247501	-34.9385324438299	1.15572223134936e-168	7.36999831300269e-168	375.01769511164
223	216800_at	-1.52413683375333	6.96783925320481	-34.9270724992389	1.36748913092968e-168	8.67500917433517e-168	374.849546715265
210	216732_at	-1.49949347169096	6.82471760713897	-34.8385082538586	5.0205776554144e-168	3.16842672761385e-167	373.549771031141
65	207665_at	-1.71286863158893	6.60664633773259	-34.8271345035582	5.93345776839452e-168	3.72523276386831e-167	373.382810888334
245	217240_at	-1.82239566274124	7.41394914575995	-34.8141408978622	7.1812464089368e-168	4.48551698773591e-167	373.192061637908
471	CNTF	-1.95449244577269	6.34181981031419	-34.7959668440567	9.37882428298944e-168	5.82826937585773e-167	372.925243316196
570	FAM55D	-1.7074201390898	6.18621953685484	-34.7741339464903	1.29256578819301e-167	7.99159964476694e-167	372.60467950288
408	CA1	-1.39152392416557	5.91647592626419	-34.7246215446544	2.67556939486984e-167	1.6458805671472e-166	371.877591718458
317	ADAM29	-1.4964144327473	6.39653272485433	-34.7224276276365	2.76323828783686e-167	1.6912684595906e-166	371.845370392994
1180	UBQLN3	-1.54035645502034	5.56382084869789	-34.6630898417121	6.60965591697937e-167	4.02528045344043e-166	370.973776606496
352	ARD1B	-1.70015581998953	6.3703267370266	-34.6447000663788	8.66130693080036e-167	5.24849345358947e-166	370.703608445071
893	OR1A2	-1.91587655970873	5.77125367496294	-34.635040568216	9.98287739044917e-167	6.01937854533024e-166	370.561689872127
414	CCL16	-1.86913319593224	6.81981123551398	-34.5670985672959	2.71090638841995e-166	1.62654383305197e-165	369.563306976002
99	211614_at	-2.08935439229073	6.88210504274768	-34.5436475953045	3.82733074389969e-166	2.2833312032108e-165	369.21863459509
370	BAIAP2L2	-1.17974634432996	5.4411067742583	-34.5433689986678	3.84304512855676e-166	2.2833312032108e-165	369.214539689031
114	214896_at	-1.36760326410341	7.17919439731534	-34.5382029788683	4.14641705353922e-166	2.45161940350037e-165	369.138606912492
787	LOC100130331	-1.29739542861863	5.28438038328224	-34.5333001168667	4.45646264236091e-166	2.6222084533312e-165	369.066540586055
284	220879_at	-1.53435690555537	6.73728852761617	-34.5192237108075	5.48160542088777e-166	3.20990163588524e-165	368.859625389941
168	216003_at	-1.72986504563158	6.13356843546107	-34.499627599906	7.31296170284276e-166	4.26181213113037e-165	368.571552654955
415	CCL25	-2.08248227196685	6.41175512875687	-34.489448384417	8.49425358989937e-166	4.92666708214163e-165	368.421903416537
1201	ZC3H13	-1.81956179207207	6.69852537809279	-34.4520943768686	1.47161152141051e-165	8.49489494349766e-165	367.872689111859
974	PRO2958	-1.70524503811836	5.08755561496429	-34.4308162816824	2.01262849899751e-165	1.156312033858e-164	367.559798890379
1174	TSHR	-1.15902266240576	5.11193171291334	-34.4085643831825	2.79235151561169e-165	1.59675312019485e-164	367.232558670877
465	CLEC1A	-2.08580864387543	6.6182525938844	-34.3275419618946	9.20192255327358e-165	5.23735592050804e-164	366.040768153687
708	ING2	-1.84645693763512	5.85850897266029	-34.3001661098638	1.37692276431782e-164	7.80042756715861e-164	365.637994138366
858	NEUROD4	-1.71795411710412	6.14867048307441	-34.2430487054398	3.19272598104927e-164	1.80034270598056e-163	364.797492073282
44	IL1RL1	-1.61275666343186	5.84527285390997	-34.2383748294274	3.42021816476978e-164	1.91092923150899e-163	364.728705577855
702	IL1RL1	-1.61275666343186	5.84527285390997	-34.2383748294274	3.42021816476978e-164	1.91092923150899e-163	364.728705577855
1054	SH3TC2	-1.42046483123302	5.59721133363381	-34.233180193111	3.69213199353824e-164	2.05343231421442e-163	364.652253375439
275	220450_at	-1.59263834131023	5.72858292375246	-34.2034541228776	5.72018960193118e-164	3.16690497052372e-163	364.214727618401
1036	SCN3B	-1.86366241591671	6.5153095394907	-34.1878418851555	7.19910341325705e-164	3.96765065943307e-163	363.984916116001
